|id   |provider    |sport_code|external_player_id|player_name                     |birth_date|nationality           |external_team_id|season|raw_payload_id|is_active|created_at                   |updated_at                   |first_name            |last_name             |short_name|position_code|height_cm|weight_kg|preferred_foot|external_league_id|team_name      |league_name |source_endpoint|
|151  |api_football|football  |134926            |D. Maldini                      |2001-10-11|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,903|api_football|football  |13679             |S. Guzmán                       |1997-05-26|Colombia              |4799            |2024  |11            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Sebastián Felipe      |Guzmán Mendoza        |          |Midfielder   |187      |83       |              |95                |Torreense      |Segunda Liga|/players       |
|262  |api_football|football  |137220            |A. Moran                        |2003-10-15|Republic of Ireland   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|124  |api_football|football  |137471            |S. Voet                         |2000-02-03|Belgium               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|180  |api_football|football  |138790            |R. Longman                      |2000-11-06|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|152  |api_football|football  |138822            |A. Broja                        |2001-09-10|Albania               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|270  |api_football|football  |138847            |N. Markelo                      |1999-01-07|Curaçao               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|149  |api_football|football  |138937            |F. Marschall                    |2003-04-24|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|139  |api_football|football  |141575            |João Bravim                     |1998-05-03|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,911|api_football|football  |141582            |Caiser Gomes                    |2000-04-04|Guinea-Bissau         |4724            |2024  |10            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Caiser Sérgio         |Gomes                 |          |Defender     |183      |75       |              |95                |Alverca        |Segunda Liga|/players       |
|2,913|api_football|football  |142316            |Nuno Hidalgo                    |1991-11-06|Portugal              |4724            |2024  |10            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Nuno Alexandre        |Hidalgo Costa Pereira |          |Goalkeeper   |186      |80       |              |95                |Alverca        |Segunda Liga|/players       |
|2,914|api_football|football  |142488            |A. Sapara                       |1995-01-27|Nigeria               |216             |2024  |11            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Adewale Oluwafemi     |Sapara                |          |Attacker     |175      |69       |              |95                |Portimonense   |Segunda Liga|/players       |
|405  |api_football|football  |143830            |Y. Kitala                       |1998-04-09|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|37   |api_football|football  |144709            |J. Anang                        |2000-06-08|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|393  |api_football|football  |144735            |J. Braaf                        |2002-08-31|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|293  |api_football|football  |1452              |Mohamed Elneny                  |1992-07-11|Egypt                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|92   |api_football|football  |14704             |B. Franjić                      |2000-01-14|Croatia               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|245  |api_football|football  |1477              |S. Coates                       |1990-10-07|Uruguay               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|145  |api_football|football  |149564            |L. Cundle                       |2002-04-26|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,922|api_football|football  |15327             |Leandro Silva                   |1994-05-04|Portugal              |4662            |2024  |11            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Leandro Miguel        |Pereira da Silva      |          |Midfielder   |173      |70       |              |95                |União de Leiria|Segunda Liga|/players       |
|384  |api_football|football  |153400            |S. Greenwood                    |2002-01-26|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|226  |api_football|football  |153422            |E. Brierley                     |2003-11-23|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|76   |api_football|football  |154799            |L. Binks                        |2001-09-02|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|22   |api_football|football  |156465            |I. Soumaré                      |2000-10-10|Senegal               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,929|api_football|football  |158433            |S. Sithole                      |1999-03-03|South Africa          |218             |2024  |9             |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Sphephelo S'Miso      |Sithole               |          |Midfielder   |188      |79       |              |95                |Tondela        |Segunda Liga|/players       |
|243  |api_football|football  |158567            |I. Griffith                     |2001-12-02|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|407  |api_football|football  |158644            |M. Beier                        |2002-10-17|Germany               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|58   |api_football|football  |159576            |Richard                         |2001-10-18|Brazil                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|297  |api_football|football  |161176            |P. Wålemark                     |2001-10-14|Sweden                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|307  |api_football|football  |161622            |M. Abline                       |2003-03-28|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|285  |api_football|football  |161852            |A. Cioffi                       |2002-12-19|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|107  |api_football|football  |161859            |G. Oristanio                    |2002-09-28|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|397  |api_football|football  |161877            |Pablo Gozálbez                  |2001-04-30|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|313  |api_football|football  |161921            |G. Reyna                        |2002-11-13|USA                   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|54   |api_football|football  |161948            |L. Delap                        |2003-02-08|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|417  |api_football|football  |162028            |Juanmi Latasa                   |2001-03-23|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|20   |api_football|football  |162029            |Pablo Rodríguez                 |2001-08-04|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|199  |api_football|football  |162045            |M. Lazetić                      |2004-01-22|Serbia                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|300  |api_football|football  |162098            |Henrique Araújo                 |2002-01-19|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|311  |api_football|football  |162123            |I. Moriba                       |2003-01-19|Guinea                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|97   |api_football|football  |162170            |Hugo Novoa                      |2003-01-24|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,946|api_football|football  |162184            |Rafael Rodrigues                |2002-01-27|Portugal              |229             |2024  |10            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Rafael                |Vela Rodrigues        |          |Defender     |174      |61       |              |95                |Benfica B      |Segunda Liga|/players       |
|395  |api_football|football  |162418            |Adedire Emmanuel  Awokoya-Mebude|2004-05-28|Scotland              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|288  |api_football|football  |162482            |L. Kokubo                       |2001-01-23|Japan                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|263  |api_football|football  |162570            |G. Cittadini                    |2002-04-18|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|281  |api_football|football  |162590            |T. Morton                       |2002-10-31|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|272  |api_football|football  |162907            |A. Zanoli                       |2000-10-03|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,953|api_football|football  |162972            |Gonçalo Loureiro                |2000-02-01|Portugal              |235             |2024  |9             |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Gonçalo João          |Fernandes Loureiro    |          |Defender     |         |         |              |95                |Penafiel       |Segunda Liga|/players       |
|29   |api_football|football  |163032            |F. Rieder                       |2002-02-16|Switzerland           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,955|api_football|football  |163458            |Benny                           |2000-03-27|Portugal              |223             |2024  |10            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Bernardo              |Martins de Sousa      |          |Attacker     |178      |66       |              |95                |Chaves         |Segunda Liga|/players       |
|325  |api_football|football  |172               |D. Alli                         |1996-04-11|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|296  |api_football|football  |174768            |A. Pierre                       |2001-02-25|Haiti                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|71   |api_football|football  |174797            |M. Rivera                       |2002-05-30|France                |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|391  |api_football|football  |176               |E. Lamela                       |1992-03-04|Argentina             |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|220  |api_football|football  |17736             |D. Iversen                      |1997-07-19|Denmark               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|332  |api_football|football  |180560            |H. Mejbri                       |2003-01-21|Tunisia               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,963|api_football|football  |180751            |Picas                           |2001-02-14|Angola                |213             |2024  |10            |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Hermenegildo          |Domingos Sengue       |          |Attacker     |170      |62       |              |95                |Feirense       |Segunda Liga|/players       |
|235  |api_football|football  |181797            |B. Humphreys                    |2003-03-15|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|133  |api_football|football  |182685            |Diego Collado                   |2001-01-09|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|61   |api_football|football  |1854              |J. Correa                       |1994-08-13|Argentina             |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|343  |api_football|football  |1863              |C. Immobile                     |1990-02-20|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|45   |api_football|football  |18751             |Ivan Cavaleiro                  |1993-10-18|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|167  |api_football|football  |18765             |André Gomes                     |1993-07-30|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|305  |api_football|football  |18817             |A. Ogbonna                      |1988-05-23|Italy                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|362  |api_football|football  |18830             |M. Arnautović                   |1989-04-19|Austria               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|164  |api_football|football  |188409            |Fran Delgado                    |2001-07-11|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|52   |api_football|football  |18845             |P. van Aanholt                  |1990-08-29|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|140  |api_football|football  |18853             |J. Riedewald                    |1996-09-09|Netherlands           |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|188  |api_football|football  |18858             |A. Begović                      |1987-06-20|Bosnia and Herzegovina|                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|137  |api_football|football  |18892             |P. Dummett                      |1991-09-26|Wales                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|232  |api_football|football  |18903             |M. Ritchie                      |1989-09-10|Scotland              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|368  |api_football|football  |18907             |Joselu                          |1990-03-27|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|361  |api_football|football  |18957             |M. Obafemi                      |2000-07-06|Republic of Ireland   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|2,985|api_football|football  |189669            |A. Awudu                        |2001-01-10|Ghana                 |810             |2024  |9             |true     |2026-03-15 11:16:59.812 +0100|2026-03-16 20:31:13.226 +0100|Abdul                 |Awudu                 |          |Midfielder   |178      |71       |              |95                |Vizela         |Segunda Liga|/players       |
|273  |api_football|football  |18990             |G. Cunningham                   |1991-01-31|Republic of Ireland   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|119  |api_football|football  |189997            |Mario de Luis                   |2002-06-05|Spain                 |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|314  |api_football|football  |190               |Cédric Soares                   |1991-08-31|Portugal              |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|426  |api_football|football  |19017             |C. Christie                     |1992-09-30|Republic of Ireland   |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|304  |api_football|football  |19032             |R. Sessegnon                    |2000-05-18|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|414  |api_football|football  |19038             |B. Hamer                        |1987-11-20|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|211  |api_football|football  |19055             |K. Ahearne-Grant                |1997-09-18|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|132  |api_football|football  |19073             |B. Godfrey                      |1998-01-15|England               |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
|128  |api_football|football  |19076             |J. Lewis                        |1998-01-25|Northern Ireland      |                |      |              |true     |2026-03-11 09:48:21.296 +0100|2026-03-16 20:31:13.226 +0100|                      |                      |          |             |         |         |              |                  |               |            |               |
