|table_schema|table_name|ordinal_position|column_name|data_type|udt_name|is_nullable|column_default|
|staging|stg_api_american_football_fixtures|5|season|text|text|YES||
|staging|stg_api_american_football_fixtures|6|provider_game_id|text|text|NO||
|staging|stg_api_american_football_fixtures|7|provider_league_id|text|text|YES||
|staging|stg_api_american_football_fixtures|8|provider_league_name|text|text|YES||
|staging|stg_api_american_football_fixtures|9|game_date|timestamp without time zone|timestamp|YES||
|staging|stg_api_american_football_fixtures|10|game_status_short|text|text|YES||
|staging|stg_api_american_football_fixtures|11|game_status_long|text|text|YES||
|staging|stg_api_american_football_fixtures|12|home_team_id|text|text|YES||
|staging|stg_api_american_football_fixtures|13|home_team_name|text|text|YES||
|staging|stg_api_american_football_fixtures|14|away_team_id|text|text|YES||
|staging|stg_api_american_football_fixtures|15|away_team_name|text|text|YES||
|staging|stg_api_american_football_fixtures|16|home_score|integer|int4|YES||
|staging|stg_api_american_football_fixtures|17|away_score|integer|int4|YES||
|staging|stg_api_american_football_fixtures|18|raw_json|jsonb|jsonb|NO||
|staging|stg_api_american_football_teams|1|id|bigint|int8|NO|nextval('staging.stg_api_american_football_teams_id_seq'::regclass)|
|staging|stg_api_american_football_teams|2|run_ts|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_api_american_football_teams|3|provider|text|text|NO|'api_american_football'::text|
|staging|stg_api_american_football_teams|4|league_id|text|text|YES||
|staging|stg_api_american_football_teams|5|season|text|text|YES||
|staging|stg_api_american_football_teams|6|provider_team_id|text|text|NO||
|staging|stg_api_american_football_teams|7|team_name|text|text|NO||
|staging|stg_api_american_football_teams|8|team_code|text|text|YES||
|staging|stg_api_american_football_teams|9|city|text|text|YES||
|staging|stg_api_american_football_teams|10|coach|text|text|YES||
|staging|stg_api_american_football_teams|11|owner|text|text|YES||
|staging|stg_api_american_football_teams|12|stadium|text|text|YES||
|staging|stg_api_american_football_teams|13|established|integer|int4|YES||
|staging|stg_api_american_football_teams|14|logo_url|text|text|YES||
|staging|stg_api_american_football_teams|15|country_name|text|text|YES||
|staging|stg_api_american_football_teams|16|country_code|text|text|YES||
|staging|stg_api_american_football_teams|17|country_flag_url|text|text|YES||
|staging|stg_api_american_football_teams|18|raw_json|jsonb|jsonb|NO||
|staging|stg_api_payloads|1|id|bigint|int8|NO|nextval('staging.stg_api_payloads_id_seq'::regclass)|
|staging|stg_api_payloads|2|provider|text|text|NO||
|staging|stg_api_payloads|3|sport_code|text|text|NO||
|staging|stg_api_payloads|4|entity_type|text|text|NO||
|staging|stg_api_payloads|5|endpoint_name|text|text|NO||
|staging|stg_api_payloads|6|external_id|text|text|YES||
|staging|stg_api_payloads|7|season|text|text|YES||
|staging|stg_api_payloads|8|fetched_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_api_payloads|9|payload_json|jsonb|jsonb|NO||
|staging|stg_api_payloads|10|payload_hash|text|text|YES||
|staging|stg_api_payloads|11|parse_status|text|text|NO|'pending'::text|
|staging|stg_api_payloads|12|parse_message|text|text|YES||
|staging|stg_api_payloads|13|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_player_source_payloads|1|id|bigint|int8|NO|nextval('staging.stg_player_source_payloads_id_seq'::regclass)|
|staging|stg_player_source_payloads|2|provider|text|text|NO||
|staging|stg_player_source_payloads|3|sport_code|text|text|NO||
|staging|stg_player_source_payloads|4|entity_type|text|text|NO|'player_profile'::text|
|staging|stg_player_source_payloads|5|external_player_id|text|text|YES||
|staging|stg_player_source_payloads|6|external_team_id|text|text|YES||
|staging|stg_player_source_payloads|7|external_league_id|text|text|YES||
|staging|stg_player_source_payloads|8|season|text|text|YES||
|staging|stg_player_source_payloads|9|endpoint_name|text|text|YES||
|staging|stg_player_source_payloads|10|request_url|text|text|YES||
|staging|stg_player_source_payloads|11|request_params|jsonb|jsonb|YES||
|staging|stg_player_source_payloads|12|payload_json|jsonb|jsonb|NO||
|staging|stg_player_source_payloads|13|parse_status|text|text|NO|'pending'::text|
|staging|stg_player_source_payloads|14|fetched_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_player_source_payloads|15|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_player_source_payloads|16|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_coaches|1|id|bigint|int8|NO|nextval('staging.stg_provider_coaches_id_seq'::regclass)|
|staging|stg_provider_coaches|2|provider|text|text|NO||
|staging|stg_provider_coaches|3|sport_code|text|text|NO||
|staging|stg_provider_coaches|4|external_coach_id|text|text|NO||
|staging|stg_provider_coaches|5|coach_name|text|text|YES||
|staging|stg_provider_coaches|6|first_name|text|text|YES||
|staging|stg_provider_coaches|7|last_name|text|text|YES||
|staging|stg_provider_coaches|8|nationality|text|text|YES||
|staging|stg_provider_coaches|9|team_external_id|text|text|YES||
|staging|stg_provider_coaches|10|team_name|text|text|YES||
|staging|stg_provider_coaches|11|league_external_id|text|text|YES||
|staging|stg_provider_coaches|12|season|text|text|YES||
|staging|stg_provider_coaches|13|source_payload_hash|text|text|YES||
|staging|stg_provider_coaches|14|created_at|timestamp with time zone|timestamptz|YES|now()|
|staging|stg_provider_coaches|15|short_name|text|text|YES||
|staging|stg_provider_coaches|16|birth_date|date|date|YES||
|staging|stg_provider_coaches|17|birth_place|text|text|YES||
|staging|stg_provider_coaches|18|birth_country|text|text|YES||
|staging|stg_provider_coaches|19|nationality_code|text|text|YES||
|staging|stg_provider_coaches|20|photo_url|text|text|YES||
|staging|stg_provider_coaches|21|is_active|boolean|bool|YES||
|staging|stg_provider_coaches|22|league_name|text|text|YES||
|staging|stg_provider_coaches|23|source_endpoint|text|text|YES||
|staging|stg_provider_coaches|24|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_coaches|25|fetched_at|timestamp with time zone|timestamptz|YES||
|staging|stg_provider_coaches|26|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_events|1|id|bigint|int8|NO|nextval('staging.stg_provider_events_id_seq'::regclass)|
|staging|stg_provider_events|2|provider|text|text|NO||
|staging|stg_provider_events|3|sport_code|text|text|NO||
|staging|stg_provider_events|4|external_fixture_id|text|text|NO||
|staging|stg_provider_events|5|minute|integer|int4|YES||
|staging|stg_provider_events|6|event_type|text|text|YES||
|staging|stg_provider_events|7|team_external_id|text|text|YES||
|staging|stg_provider_events|8|player_external_id|text|text|YES||
|staging|stg_provider_events|9|event_detail|text|text|YES||
|staging|stg_provider_events|10|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_events|11|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_fixtures|1|id|bigint|int8|NO|nextval('staging.stg_provider_fixtures_id_seq'::regclass)|
|staging|stg_provider_fixtures|2|provider|text|text|NO||
|staging|stg_provider_fixtures|3|sport_code|text|text|NO||
|staging|stg_provider_fixtures|4|external_fixture_id|text|text|NO||
|staging|stg_provider_fixtures|5|external_league_id|text|text|YES||
|staging|stg_provider_fixtures|6|season|text|text|YES||
|staging|stg_provider_fixtures|7|home_team_external_id|text|text|YES||
|staging|stg_provider_fixtures|8|away_team_external_id|text|text|YES||
|staging|stg_provider_fixtures|9|fixture_date|timestamp with time zone|timestamptz|YES||
|staging|stg_provider_fixtures|10|status_text|text|text|YES||
|staging|stg_provider_fixtures|11|home_score|text|text|YES||
|staging|stg_provider_fixtures|12|away_score|text|text|YES||
|staging|stg_provider_fixtures|13|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_fixtures|14|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_fixtures|15|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_leagues|1|id|bigint|int8|NO|nextval('staging.stg_provider_leagues_id_seq'::regclass)|
|staging|stg_provider_leagues|2|provider|text|text|NO||
|staging|stg_provider_leagues|3|sport_code|text|text|NO||
|staging|stg_provider_leagues|4|external_league_id|text|text|NO||
|staging|stg_provider_leagues|5|league_name|text|text|NO||
|staging|stg_provider_leagues|6|country_name|text|text|YES||
|staging|stg_provider_leagues|7|season|text|text|YES||
|staging|stg_provider_leagues|8|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_leagues|9|is_active|boolean|bool|NO|true|
|staging|stg_provider_leagues|10|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_leagues|11|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_odds|1|id|bigint|int8|NO|nextval('staging.stg_provider_odds_id_seq'::regclass)|
|staging|stg_provider_odds|2|provider|text|text|NO||
|staging|stg_provider_odds|3|sport_code|text|text|NO||
|staging|stg_provider_odds|4|external_fixture_id|text|text|NO||
|staging|stg_provider_odds|5|bookmaker_name|text|text|NO||
|staging|stg_provider_odds|6|market_type|text|text|NO||
|staging|stg_provider_odds|7|outcome_name|text|text|NO||
|staging|stg_provider_odds|8|odds_value|numeric|numeric|YES||
|staging|stg_provider_odds|9|odds_timestamp|timestamp with time zone|timestamptz|YES||
|staging|stg_provider_odds|10|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_odds|11|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_odds|12|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_player_profiles|1|id|bigint|int8|NO|nextval('staging.stg_provider_player_profiles_id_seq'::regclass)|
|staging|stg_provider_player_profiles|2|provider|text|text|NO||
|staging|stg_provider_player_profiles|3|sport_code|text|text|NO||
|staging|stg_provider_player_profiles|4|external_player_id|text|text|NO||
|staging|stg_provider_player_profiles|5|player_name|text|text|YES||
|staging|stg_provider_player_profiles|6|first_name|text|text|YES||
|staging|stg_provider_player_profiles|7|last_name|text|text|YES||
|staging|stg_provider_player_profiles|8|display_name|text|text|YES||
|staging|stg_provider_player_profiles|9|short_name|text|text|YES||
|staging|stg_provider_player_profiles|10|birth_date|date|date|YES||
|staging|stg_provider_player_profiles|11|birth_place|text|text|YES||
|staging|stg_provider_player_profiles|12|birth_country|text|text|YES||
|staging|stg_provider_player_profiles|13|nationality|text|text|YES||
|staging|stg_provider_player_profiles|14|height_cm|integer|int4|YES||
|staging|stg_provider_player_profiles|15|weight_kg|integer|int4|YES||
|staging|stg_provider_player_profiles|16|preferred_foot|text|text|YES||
|staging|stg_provider_player_profiles|17|shirt_number|integer|int4|YES||
|staging|stg_provider_player_profiles|18|position_code|text|text|YES||
|staging|stg_provider_player_profiles|19|position_name|text|text|YES||
|staging|stg_provider_player_profiles|20|photo_url|text|text|YES||
|staging|stg_provider_player_profiles|21|is_injured|boolean|bool|YES||
|staging|stg_provider_player_profiles|22|is_active|boolean|bool|YES||
|staging|stg_provider_player_profiles|23|external_team_id|text|text|YES||
|staging|stg_provider_player_profiles|24|team_name|text|text|YES||
|staging|stg_provider_player_profiles|25|external_league_id|text|text|YES||
|staging|stg_provider_player_profiles|26|league_name|text|text|YES||
|staging|stg_provider_player_profiles|27|season|text|text|YES||
|staging|stg_provider_player_profiles|28|source_payload_id|bigint|int8|YES||
|staging|stg_provider_player_profiles|29|source_endpoint|text|text|YES||
|staging|stg_provider_player_profiles|30|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_player_profiles|31|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_player_season_stats|1|id|bigint|int8|NO|nextval('staging.stg_provider_player_season_stats_id_seq'::regclass)|
|staging|stg_provider_player_season_stats|2|provider|text|text|NO||
|staging|stg_provider_player_season_stats|3|sport_code|text|text|NO||
|staging|stg_provider_player_season_stats|4|external_league_id|text|text|YES||
|staging|stg_provider_player_season_stats|5|season|text|text|YES||
|staging|stg_provider_player_season_stats|6|player_external_id|text|text|NO||
|staging|stg_provider_player_season_stats|7|team_external_id|text|text|YES||
|staging|stg_provider_player_season_stats|8|stat_name|text|text|NO||
|staging|stg_provider_player_season_stats|9|stat_value|text|text|YES||
|staging|stg_provider_player_season_stats|10|raw_payload_id|bigint|int8|NO||
|staging|stg_provider_player_season_stats|11|source_endpoint|text|text|YES||
|staging|stg_provider_player_season_stats|12|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_player_season_stats|13|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_player_stats|1|id|bigint|int8|NO|nextval('staging.stg_provider_player_stats_id_seq'::regclass)|
|staging|stg_provider_player_stats|2|provider|text|text|NO||
|staging|stg_provider_player_stats|3|sport_code|text|text|NO||
|staging|stg_provider_player_stats|4|external_fixture_id|text|text|NO||
|staging|stg_provider_player_stats|5|player_external_id|text|text|NO||
|staging|stg_provider_player_stats|6|stat_name|text|text|NO||
|staging|stg_provider_player_stats|7|stat_value|text|text|YES||
|staging|stg_provider_player_stats|8|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_player_stats|9|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_player_stats|10|team_external_id|text|text|YES||
|staging|stg_provider_player_stats|11|external_league_id|text|text|YES||
|staging|stg_provider_player_stats|12|season|text|text|YES||
|staging|stg_provider_player_stats|13|source_endpoint|text|text|YES||
|staging|stg_provider_player_stats|14|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_players|1|id|bigint|int8|NO|nextval('staging.stg_provider_players_id_seq'::regclass)|
|staging|stg_provider_players|2|provider|text|text|NO||
|staging|stg_provider_players|3|sport_code|text|text|NO||
|staging|stg_provider_players|4|external_player_id|text|text|NO||
|staging|stg_provider_players|5|player_name|text|text|NO||
|staging|stg_provider_players|6|birth_date|date|date|YES||
|staging|stg_provider_players|7|nationality|text|text|YES||
|staging|stg_provider_players|8|external_team_id|text|text|YES||
|staging|stg_provider_players|9|season|text|text|YES||
|staging|stg_provider_players|10|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_players|11|is_active|boolean|bool|NO|true|
|staging|stg_provider_players|12|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_players|13|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_players|14|first_name|text|text|YES||
|staging|stg_provider_players|15|last_name|text|text|YES||
|staging|stg_provider_players|16|short_name|text|text|YES||
|staging|stg_provider_players|17|position_code|text|text|YES||
|staging|stg_provider_players|18|height_cm|integer|int4|YES||
|staging|stg_provider_players|19|weight_kg|integer|int4|YES||
|staging|stg_provider_players|20|preferred_foot|text|text|YES||
|staging|stg_provider_players|21|external_league_id|text|text|YES||
|staging|stg_provider_players|22|team_name|text|text|YES||
|staging|stg_provider_players|23|league_name|text|text|YES||
|staging|stg_provider_players|24|source_endpoint|text|text|YES||
|staging|stg_provider_team_stats|1|id|bigint|int8|NO|nextval('staging.stg_provider_team_stats_id_seq'::regclass)|
|staging|stg_provider_team_stats|2|provider|text|text|NO||
|staging|stg_provider_team_stats|3|sport_code|text|text|NO||
|staging|stg_provider_team_stats|4|external_fixture_id|text|text|NO||
|staging|stg_provider_team_stats|5|team_external_id|text|text|NO||
|staging|stg_provider_team_stats|6|stat_name|text|text|NO||
|staging|stg_provider_team_stats|7|stat_value|text|text|YES||
|staging|stg_provider_team_stats|8|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_team_stats|9|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_teams|1|id|bigint|int8|NO|nextval('staging.stg_provider_teams_id_seq'::regclass)|
|staging|stg_provider_teams|2|provider|text|text|NO||
|staging|stg_provider_teams|3|sport_code|text|text|NO||
|staging|stg_provider_teams|4|external_team_id|text|text|NO||
|staging|stg_provider_teams|5|team_name|text|text|NO||
|staging|stg_provider_teams|6|country_name|text|text|YES||
|staging|stg_provider_teams|7|external_league_id|text|text|YES||
|staging|stg_provider_teams|8|season|text|text|YES||
|staging|stg_provider_teams|9|raw_payload_id|bigint|int8|YES||
|staging|stg_provider_teams|10|is_active|boolean|bool|NO|true|
|staging|stg_provider_teams|11|created_at|timestamp with time zone|timestamptz|NO|now()|
|staging|stg_provider_teams|12|updated_at|timestamp with time zone|timestamptz|NO|now()|
|staging|v_api_football_leagues_latest|1|run_id|bigint|int8|YES||
|staging|v_api_football_leagues_latest|2|league_id|integer|int4|YES||
|staging|v_api_football_leagues_latest|3|season|integer|int4|YES||
|staging|v_api_football_leagues_latest|4|name|text|text|YES||
|staging|v_api_football_leagues_latest|5|type|text|text|YES||
|staging|v_api_football_leagues_latest|6|country|text|text|YES||
|staging|v_api_football_leagues_latest|7|country_code|text|text|YES||
|staging|v_api_football_leagues_latest|8|is_cup|boolean|bool|YES||
|staging|v_api_football_leagues_latest|9|is_international|boolean|bool|YES||
|staging|v_api_football_leagues_latest|10|logo|text|text|YES||
|staging|v_api_football_leagues_latest|11|raw|jsonb|jsonb|YES||
|staging|v_api_football_leagues_latest|12|fetched_at|timestamp with time zone|timestamptz|YES||
|staging|v_api_football_leagues_latest_enriched|1|run_id|bigint|int8|YES||
|staging|v_api_football_leagues_latest_enriched|2|league_id|integer|int4|YES||
|staging|v_api_football_leagues_latest_enriched|3|season|integer|int4|YES||
|staging|v_api_football_leagues_latest_enriched|4|name|text|text|YES||
|staging|v_api_football_leagues_latest_enriched|5|type|text|text|YES||
|staging|v_api_football_leagues_latest_enriched|6|country|text|text|YES||
|staging|v_api_football_leagues_latest_enriched|7|country_code|text|text|YES||
|staging|v_api_football_leagues_latest_enriched|8|is_cup|boolean|bool|YES||
|staging|v_api_football_leagues_latest_enriched|9|is_international|boolean|bool|YES||
|staging|v_api_football_leagues_latest_enriched|10|logo|text|text|YES||
|staging|v_api_football_leagues_latest_enriched|11|raw|jsonb|jsonb|YES||
