|id |provider |sport_code|job_code                    |endpoint_code|ingest_mode|enabled|priority|batch_size|max_requests_per_run|retry_limit|cooldown_seconds|days_back|days_forward|notes                       |created_at                   |updated_at                   |
|14 |api_sport|hockey    |hockey_seasons              |seasons      |slow       |true   |40      |100       |100                 |3          |1               |         |            |Hockey seasons              |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|15 |api_sport|hockey    |hockey_fixtures_backfill    |fixtures     |medium     |true   |100     |100       |1,000               |3          |1               |365      |30          |Hockey fixtures backfill    |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|16 |api_sport|hockey    |hockey_fixtures_daily       |fixtures     |medium     |true   |110     |100       |300                 |3          |1               |14       |14          |Hockey fixtures daily       |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|17 |api_sport|hockey    |hockey_standings            |standings    |medium     |true   |120     |100       |200                 |3          |1               |         |            |Hockey standings            |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|18 |api_sport|hockey    |hockey_lineups              |lineups      |medium     |false  |140     |100       |200                 |3          |1               |2        |2           |Hockey lineups              |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|19 |api_sport|hockey    |hockey_odds_refresh         |odds         |fast       |false  |220     |100       |500                 |3          |5               |0        |3           |Hockey odds                 |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|35 |api_sport|mma       |mma_events                  |events       |slow       |true   |10      |100       |200                 |3          |1               |         |            |MMA events                  |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|36 |api_sport|mma       |mma_fighters                |players      |slow       |true   |20      |100       |300                 |3          |1               |         |            |MMA fighters                |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|37 |api_sport|mma       |mma_fixtures_backfill       |fixtures     |medium     |true   |100     |100       |1,000               |3          |1               |365      |30          |MMA bouts backfill          |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|38 |api_sport|mma       |mma_fixtures_daily          |fixtures     |medium     |true   |110     |100       |300                 |3          |1               |30       |30          |MMA bouts daily             |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|39 |api_sport|mma       |mma_odds_refresh            |odds         |fast       |false  |220     |100       |500                 |3          |5               |0        |7           |MMA odds                    |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|28 |api_sport|tennis    |tennis_tournaments          |leagues      |slow       |true   |10      |100       |200                 |3          |1               |         |            |Tennis tournaments          |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|29 |api_sport|tennis    |tennis_players              |players      |slow       |true   |20      |100       |300                 |3          |1               |         |            |Tennis players              |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|30 |api_sport|tennis    |tennis_seasons              |seasons      |slow       |true   |30      |100       |100                 |3          |1               |         |            |Tennis seasons              |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|31 |api_sport|tennis    |tennis_fixtures_backfill    |fixtures     |medium     |true   |100     |100       |1,000               |3          |1               |365      |30          |Tennis fixtures backfill    |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|32 |api_sport|tennis    |tennis_fixtures_daily       |fixtures     |medium     |true   |110     |100       |300                 |3          |1               |14       |14          |Tennis fixtures daily       |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|33 |api_sport|tennis    |tennis_rankings             |rankings     |medium     |true   |120     |100       |200                 |3          |1               |         |            |Tennis rankings             |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|34 |api_sport|tennis    |tennis_odds_refresh         |odds         |fast       |false  |220     |100       |500                 |3          |5               |0        |3           |Tennis odds                 |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
