|league_id|name                                 |country         |ext_source  |ext_league_id|matches_count|
|21,113   |Prva Liga                            |Serbia          |api_football|287          |592          |
|21,256   |Super Liga                           |Slovakia        |api_football|332          |588          |
|20,930   |Premier League                       |Wales           |api_football|110          |586          |
|20,924   |Bundesliga                           |Austria         |api_football|218          |585          |
|20,939   |Superliga                            |Denmark         |api_football|119          |579          |
|20,940   |1. Division                          |Denmark         |api_football|120          |576          |
|21,257   |Czech Liga                           |Czech-Republic  |api_football|345          |561          |
|20,861   |Championship                         |Scotland        |api_football|180          |558          |
|21,230   |1. SNL                               |Slovenia        |api_football|373          |546          |
|21,101   |Challenge League                     |Switzerland     |api_football|208          |540          |
|21,074   |HNL                                  |Croatia         |api_football|210          |540          |
|21,154   |Campionato                           |San-Marino      |api_football|404          |512          |
|20,885   |Persha Liga                          |Ukraine         |api_football|334          |503          |
|21,308   |3. liga - CFL A                      |Czech-Republic  |api_football|348          |496          |
|20,886   |Premier League                       |Ukraine         |api_football|333          |491          |
|21,075   |Premier League                       |Russia          |api_football|235          |488          |
|20,868   |National Division                    |Luxembourg      |api_football|261          |484          |
|21,839   |Second NL                            |Croatia         |api_football|946          |484          |
|21,258   |FNL                                  |Czech-Republic  |api_football|346          |480          |
|21,143   |Ligat Ha'al                          |Israel          |api_football|383          |480          |
|21,189   |Second League                        |Macedonia       |api_football|372          |480          |
|21,073   |Super League                         |Switzerland     |api_football|207          |460          |
|21,430   |Reserve Pro League                   |Belgium         |api_football|518          |449          |
|20,970   |1st Division                         |Albania         |api_football|311          |406          |
|21,141   |First League                         |Macedonia       |api_football|371          |398          |
|21,140   |Premijer Liga                        |Bosnia          |api_football|315          |396          |
|21,146   |Premier League                       |Malta           |api_football|393          |379          |
|21,145   |Challenge League                     |Malta           |api_football|392          |372          |
|20,971   |Superliga                            |Albania         |api_football|310          |369          |
|21,259   |First League                         |Montenegro      |api_football|355          |368          |
|21,008   |First League                         |Armenia         |api_football|343          |366          |
|21,882   |2. Frauen Bundesliga                 |Germany         |api_football|1034         |364          |
|21,278   |Superliga                            |Kosovo          |api_football|664          |362          |
|20,926   |Premyer Liqa                         |Azerbaijan      |api_football|419          |360          |
|21,013   |1. Division                          |Belarus         |api_football|117          |357          |
|21,009   |Premier League                       |Armenia         |api_football|342          |345          |
|21,260   |Second League                        |Montenegro      |api_football|356          |324          |
|21,064   |Eliteserien                          |Norway          |api_football|103          |296          |
|21,067   |Allsvenskan                          |Sweden          |api_football|113          |288          |
|21,100   |Superettan                           |Sweden          |api_football|114          |280          |
|20,912   |1a Divisi?                           |Andorra         |api_football|312          |274          |
|21,099   |1. Division                          |Norway          |api_football|104          |272          |
|20,925   |Birinci Dasta                        |Azerbaijan      |api_football|418          |270          |
|21,090   |Frauen Bundesliga                    |Germany         |api_football|82           |264          |
|20,937   |1. Division                          |Kazakhstan      |api_football|388          |258          |
|21,147   |Super Liga                           |Moldova         |api_football|394          |250          |
|21,012   |Premier League                       |Belarus         |api_football|116          |249          |
|20,977   |1 Lyga                               |Lithuania       |api_football|361          |247          |
|21,437   |Liga 1                               |Moldova         |api_football|395          |237          |
|20,974   |1. Liga                              |Latvia          |api_football|364          |231          |
|21,427   |First Division                       |Ireland         |api_football|358          |219          |
|21,426   |Premier Division                     |Ireland         |api_football|357          |215          |
|20,953   |Esiliiga A                           |Estonia         |api_football|328          |201          |
|20,955   |Erovnuli Liga 2                      |Georgia         |api_football|326          |194          |
|20,954   |Meistriliiga                         |Estonia         |api_football|329          |185          |
|21,034   |Erovnuli Liga                        |Georgia         |api_football|327          |183          |
|21,022   |Premier League                       |Kazakhstan      |api_football|389          |181          |
|20,997   |Veikkausliiga                        |Finland         |api_football|244          |181          |
|20,996   |Ykk?nen                              |Finland         |api_football|245          |179          |
|21,069   |?rvalsdeild                          |Iceland         |api_football|164          |170          |
|20,978   |A Lyga                               |Lithuania       |api_football|362          |165          |
|21,097   |1. Deild                             |Iceland         |api_football|165          |163          |
|20,975   |Virsliga                             |Latvia          |api_football|365          |163          |
|21,699   |Coppa Italia Serie C                 |Italy           |api_football|891          |124          |
|20,913   |2a Divisi?                           |Andorra         |api_football|313          |123          |
|21,770   |Serie C - Promotion - Play-offs      |Italy           |api_football|976          |117          |
|21,812   |Segunda Divisi?n RFEF - Play-offs    |Spain           |api_football|1000         |68           |
|21,786   |Serie C - Relegation - Play-offs     |Italy           |api_football|975          |20           |
|21,819   |3. liga - Promotion Play-off         |Czech-Republic  |api_football|1010         |6            |
|21,842   |1a Divis?o - Women                   |Portugal        |api_football|948          |0            |
|20,994   |1. Deild                             |Faroe-Islands   |api_football|366          |0            |
|21,761   |1. Division Women                    |Norway          |api_football|915          |0            |
|21,412   |1. Liga Classic - Group 1            |Switzerland     |api_football|599          |0            |
|21,413   |1. Liga Classic - Group 2            |Switzerland     |api_football|600          |0            |
|21,414   |1. Liga Classic - Group 3            |Switzerland     |api_football|601          |0            |
|21,816   |1. Liga Classic - Play-offs          |Switzerland     |api_football|1005         |0            |
|21,206   |1. Liga Promotion                    |Switzerland     |api_football|510          |0            |
|21,518   |1. Liga U19                          |Czech-Republic  |api_football|668          |0            |
|21,519   |1. Liga Women                        |Czech-Republic  |api_football|669          |0            |
|21,115   |1st Division                         |South-Africa    |api_football|289          |0            |
|21,168   |1st League - FBiH                    |Bosnia          |api_football|316          |0            |
|21,167   |1st League - RS                      |Bosnia          |api_football|317          |0            |
|21,137   |2. Deild                             |Iceland         |api_football|166          |0            |
|21,014   |2. Division                          |Belarus         |api_football|118          |0            |
|21,042   |2. Division                          |Denmark         |api_football|122          |0            |
|21,386   |2. Division - Group 1                |Norway          |api_football|473          |0            |
|21,387   |2. Division - Group 2                |Norway          |api_football|474          |0            |
|21,900   |2. Division - Play-offs              |Norway          |api_football|1054         |0            |
|21,640   |2. Liga Interregional - Group 1      |Switzerland     |api_football|796          |0            |
|21,641   |2. Liga Interregional - Group 2      |Switzerland     |api_football|797          |0            |
|21,642   |2. Liga Interregional - Group 3      |Switzerland     |api_football|798          |0            |
|21,643   |2. Liga Interregional - Group 4      |Switzerland     |api_football|799          |0            |
|21,644   |2. Liga Interregional - Group 5      |Switzerland     |api_football|800          |0            |
|21,645   |2. Liga Interregional - Group 6      |Switzerland     |api_football|801          |0            |
|21,043   |2nd Division - Group 2               |Denmark         |api_football|123          |0            |
|20,909   |2nd Division - Group A               |Albania         |api_football|512          |0            |
|20,910   |2nd Division - Group B               |Albania         |api_football|513          |0            |
|21,789   |2nd Division - Play-offs             |Albania         |api_football|978          |0            |
|21,243   |3. Division                          |Cyprus          |api_football|320          |0            |
|21,695   |3. Division                          |Denmark         |api_football|862          |0            |
|21,620   |3. Division - Girone 1               |Norway          |api_football|774          |0            |
|21,613   |3. Division - Girone 2               |Norway          |api_football|775          |0            |
|21,614   |3. Division - Girone 3               |Norway          |api_football|776          |0            |
|21,621   |3. Division - Girone 4               |Norway          |api_football|777          |0            |
|21,622   |3. Division - Girone 5               |Norway          |api_football|778          |0            |
|21,623   |3. Division - Girone 6               |Norway          |api_football|779          |0            |
|21,497   |3. liga - Bratislava                 |Slovakia        |api_football|643          |0            |
|21,500   |3. liga - Center                     |Slovakia        |api_football|646          |0            |
|21,499   |3. liga - East                       |Slovakia        |api_football|645          |0            |
|22,033   |3. liga - Play-offs                  |Slovakia        |api_football|1185         |0            |
|21,498   |3. liga - West                       |Slovakia        |api_football|644          |0            |
|20,896   |3. Lig - Group 1                     |Turkey          |api_football|552          |0            |
|20,897   |3. Lig - Group 2                     |Turkey          |api_football|553          |0            |
|20,898   |3. Lig - Group 3                     |Turkey          |api_football|554          |0            |
|21,874   |3. Lig - Group 4                     |Turkey          |api_football|1027         |0            |
|21,776   |3. Lig - Play-offs                   |Turkey          |api_football|1007         |0            |
|21,638   |3. SNL - East                        |Slovenia        |api_football|794          |0            |
|21,639   |3. SNL - West                        |Slovenia        |api_football|795          |0            |
|21,310   |4. liga - Divizie A                  |Czech-Republic  |api_football|350          |0            |
|21,311   |4. liga - Divizie B                  |Czech-Republic  |api_football|351          |0            |
|21,312   |4. liga - Divizie C                  |Czech-Republic  |api_football|352          |0            |
|21,313   |4. liga - Divizie D                  |Czech-Republic  |api_football|353          |0            |
|21,314   |4. liga - Divizie E                  |Czech-Republic  |api_football|354          |0            |
|21,535   |4. liga - Divizie F                  |Czech-Republic  |api_football|686          |0            |
|21,396   |8 Cup                                |South-Africa    |api_football|509          |0            |
|21,038   |Acreano                              |Brazil          |api_football|520          |0            |
|21,411   |A Division                           |Nepal           |api_football|590          |0            |
|21,036   |AFC Challenge Cup                    |World           |api_football|807          |0            |
|21,985   |AFC Challenge League                 |World           |api_football|1132         |0            |
|21,164   |AFC Champions League                 |World           |api_football|17           |0            |
|21,193   |AFC Cup                              |World           |api_football|18           |0            |
|21,861   |AFC U17 Asian Cup                    |World           |api_football|1012         |0            |
|22,015   |AFC U17 Asian Cup - Qualification    |World           |api_football|1161         |0            |
|21,949   |AFC U17 Asian Cup - Women            |World           |api_football|1101         |0            |
|21,855   |AFC U20 Asian Cup                    |World           |api_football|965          |0            |
|22,006   |AFC U20 Asian Cup - Qualification    |World           |api_football|1153         |0            |
|21,925   |AFC U20 Asian Cup - Women            |World           |api_football|1070         |0            |
|21,671   |AFC U23 Asian Cup                    |World           |api_football|532          |0            |
|21,823   |AFC U23 Asian Cup - Qualification    |World           |api_football|952          |0            |
|21,993   |AFC Women's Champions League         |World           |api_football|1140         |0            |
|21,047   |Africa Cup of Nations                |World           |api_football|6            |0            |
|21,726   |Africa Cup of Nations - Qualification|World           |api_football|36           |0            |
|21,673   |Africa Cup of Nations U20            |World           |api_football|538          |0            |
|21,769   |Africa Cup of Nations - Women        |World           |api_football|922          |0            |
|21,891   |African Football League              |World           |api_football|1043         |0            |
|20,968   |African Nations Championship         |World           |api_football|19           |0            |
|22,017   |African Nations Championship - Qualification |World             |api_football|1163         |0            |
|21,829   |Africa U23 Cup of Nations - Qualification    |World             |api_football|953          |0            |
|22,016   |AGCFF Gulf Champions League                  |World             |api_football|1162         |0            |
|21,227   |AIFF Super Cup                               |India             |api_football|545          |0            |
|21,197   |Alagoano                                     |Brazil            |api_football|77           |0            |
|22,000   |Alagoano - 2                                 |Brazil            |api_football|1146         |0            |
|21,957   |Alagoano U20                                 |Brazil            |api_football|1110         |0            |
|20,919   |A-League                                     |Australia         |api_football|188          |0            |
|21,095   |A-League Women                               |Australia         |api_football|190          |0            |
|21,722   |Algarve Cup                                  |World             |api_football|902          |0            |
|21,909   |All Africa Games                             |World             |api_football|1072         |0            |
|21,862   |All-Island Cup - Women                       |World             |api_football|1013         |0            |
|21,124   |Amapaense                                    |Brazil            |api_football|521          |0            |
|21,125   |Amazonense                                   |Brazil            |api_football|522          |0            |
|21,987   |Amazonense - 2                               |Brazil            |api_football|1134         |0            |
|21,827   |Arab Championship - U20                      |World             |api_football|934          |0            |
|21,269   |Arab Club Champions Cup                      |World             |api_football|768          |0            |
|21,693   |Arab Cup                                     |World             |api_football|860          |0            |
|21,557   |Arabian Gulf Cup U23                         |World             |api_football|1208         |0            |
|20,976   |ASEAN Championship                           |World             |api_football|24           |0            |
|21,775   |ASEAN Championship U19                       |World             |api_football|928          |0            |
|21,755   |ASEAN Championship U23                       |World             |api_football|908          |0            |
|22,036   |Asean Championship Women                     |World             |api_football|1189         |0            |
|21,982   |ASEAN Club Championship                      |World             |api_football|1129         |0            |
|20,905   |Asian Cup                                    |World             |api_football|7            |0            |
|21,281   |Asian Cup - Qualification                    |World             |api_football|35           |0            |
|21,750   |Asian Cup Women                              |World             |api_football|897          |0            |
|21,749   |Asian Cup Women - Qualification              |World             |api_football|894          |0            |
|20,863   |Asian Games                                  |World             |api_football|803          |0            |
|21,706   |Australia Cup                                |Australia         |api_football|874          |0            |
|22,048   |Australian Championship                      |Australia         |api_football|1202         |0            |
|21,590   |AXA Women?s Super League                     |Switzerland       |api_football|739          |0            |
|21,117   |Azadegan League                              |Iran              |api_football|291          |0            |
|21,464   |Baiano - 1                                   |Brazil            |api_football|602          |0            |
|21,407   |Baiano - 2                                   |Brazil            |api_football|613          |0            |
|21,927   |Baiano U20                                   |Brazil            |api_football|1073         |0            |
|21,670   |Baltic Cup                                   |World             |api_football|849          |0            |
|21,252   |Botola 2                                     |Morocco           |api_football|201          |0            |
|21,072   |Botola Pro                                   |Morocco           |api_football|200          |0            |
|21,592   |Brasileiro de Aspirantes                     |Brazil            |api_football|741          |0            |
|21,981   |Brasileiro U17                               |Brazil            |api_football|1128         |0            |
|21,591   |Brasileiro U20 A                             |Brazil            |api_football|740          |0            |
|22,031   |Brasileiro U20 B                             |Brazil            |api_football|1183         |0            |
|21,088   |Brasileiro Women                             |Brazil            |api_football|74           |0            |
|21,472   |Brasiliense                                  |Brazil            |api_football|610          |0            |
|21,994   |Brasiliense B                                |Brazil            |api_football|1141         |0            |
|21,948   |Brasiliense U20                              |Brazil            |api_football|1100         |0            |
|20,920   |Brisbane Premier League                      |Australia         |api_football|191          |0            |
|21,822   |CAC Games                                    |World             |api_football|1016         |0            |
|21,860   |CAFA Nations Cup                             |World             |api_football|1008         |0            |
|21,449   |CAF Champions League                         |World             |api_football|12           |0            |
|21,194   |CAF Confederation Cup                        |World             |api_football|20           |0            |
|21,859   |CAF Cup of Nations - U17                     |World             |api_football|973          |0            |
|21,433   |CAF Super Cup                                |World             |api_football|533          |0            |
|21,863   |CAF U23 Cup of Nations                       |World             |api_football|1015         |0            |
|22,018   |CAF Women's Champions League                 |World             |api_football|1164         |0            |
|21,867   |Calcutta Premier Division                    |India             |api_football|1020         |0            |
|21,691   |Campe?n de Campeones                         |Mexico            |api_football|857          |0            |
|21,369   |Campeonato de Portugal Prio - Group A        |Portugal          |api_football|457          |0            |
|21,370   |Campeonato de Portugal Prio - Group B        |Portugal          |api_football|458          |0            |
|21,371   |Campeonato de Portugal Prio - Group C        |Portugal          |api_football|459          |0            |
|21,372   |Campeonato de Portugal Prio - Group D        |Portugal          |api_football|460          |0            |
|21,530   |Campeonato de Portugal Prio - Group E        |Portugal          |api_football|681          |0            |
|21,531   |Campeonato de Portugal Prio - Group F        |Portugal          |api_football|682          |0            |
|21,532   |Campeonato de Portugal Prio - Group G        |Portugal          |api_football|683          |0            |
|21,533   |Campeonato de Portugal Prio - Group H        |Portugal          |api_football|684          |0            |
|21,803   |Campeonato de Portugal Prio - Promotion Round|Portugal          |api_football|991          |0            |
|21,684   |Campeones Cup                                |World             |api_football|885          |0            |
|21,561   |Campionato Primavera - 1                     |Italy             |api_football|705          |0            |
|21,562   |Campionato Primavera - 2                     |Italy             |api_football|706          |0            |
|21,104   |Canadian Championship                        |Canada            |api_football|259          |0            |
|21,546   |Canadian Premier League                      |Canada            |api_football|479          |0            |
|21,184   |Canadian Soccer League                       |Canada            |api_football|258          |0            |
|21,083   |Capital Territory NPL                        |Australia         |api_football|189          |0            |
|21,941   |Capital Territory NPL 2                      |Australia         |api_football|1092         |0            |
|21,473   |Capixaba                                     |Brazil            |api_football|611          |0            |
|22,022   |Capixaba B                                   |Brazil            |api_football|1147         |0            |
|20,866   |Caribbean Cup                                |World             |api_football|804          |0            |
|21,484   |Carioca - 1                                  |Brazil            |api_football|624          |0            |
|21,416   |Carioca - 2                                  |Brazil            |api_football|625          |0            |
|21,685   |Carioca A2                                   |Brazil            |api_football|851          |0            |
|22,008   |Carioca B2                                   |Brazil            |api_football|1155         |0            |
|21,954   |Carioca C                                    |Brazil            |api_football|1106         |0            |
|21,960   |Carioca U20                                  |Brazil            |api_football|1114         |0            |
|21,466   |Catarinense - 1                              |Brazil            |api_football|604          |0            |
|21,830   |Catarinense - 2                              |Brazil            |api_football|936          |0            |
|22,007   |Catarinense - 3                              |Brazil            |api_football|1154         |0            |
|21,929   |Catarinense U20                              |Brazil            |api_football|1076         |0            |
|21,471   |Cearense - 1                                 |Brazil            |api_football|609          |0            |
|21,415   |Cearense - 2                                 |Brazil            |api_football|620          |0            |
|21,969   |Cearense - 3                                 |Brazil            |api_football|1124         |0            |
|21,958   |Cearense U20                                 |Brazil            |api_football|1112         |0            |
|21,701   |CECAFA Club Cup                              |World             |api_football|869          |0            |
|21,006   |CECAFA Senior Challenge Cup                  |World             |api_football|535          |0            |
|22,013   |CECAFA U20 Championship                      |World             |api_football|1159         |0            |
|21,526   |Central Youth League                         |Poland            |api_football|676          |0            |
|21,455   |Challenge Cup                                |Scotland          |api_football|182          |0            |
|21,977   |Challenge Cup                                |Malta             |api_football|1173         |0            |
|21,784   |Championnat D1                               |Gabon             |api_football|968          |0            |
|21,158   |Championnat National                         |Benin             |api_football|415          |0            |
|21,911   |Championnat National                         |Togo              |api_football|1084         |0            |
|21,866   |Charity Shield                               |Northern-Ireland  |api_football|1019         |0            |
|21,973   |Chatham Cup                                  |New-Zealand       |api_football|1127         |0            |
|21,187   |China Cup                                    |World             |api_football|766          |0            |
|21,156   |C-League                                     |Cambodia          |api_football|410          |0            |
|20,979   |Community Shield                             |England           |api_football|528          |0            |
|21,520   |Community Shield Women                       |England           |api_football|670          |0            |
|21,690   |CONCACAF Caribbean Club Championship         |World             |api_football|856          |0            |
|21,434   |CONCACAF Caribbean Club Shield               |World             |api_football|534          |0            |
|21,875   |Concacaf Central American Cup                |World             |api_football|1028         |0            |
|21,163   |CONCACAF Champions League                    |World             |api_football|16           |0            |
|21,049   |CONCACAF Gold Cup                            |World             |api_football|22           |0            |
|21,692   |CONCACAF Gold Cup - Qualification            |World             |api_football|858          |0            |
|21,980   |CONCACAF Gold Cup - Qualification - Women    |World             |api_football|1046         |0            |
|21,834   |CONCACAF Gold Cup - Women                    |World             |api_football|1057         |0            |
|21,618   |CONCACAF League                              |World             |api_football|767          |0            |
|21,672   |CONCACAF Nations League                      |World             |api_football|536          |0            |
|21,263   |CONCACAF Nations League - Qualification      |World             |api_football|808          |0            |
|22,054   |CONCACAF Series                              |World             |api_football|1207         |0            |
|21,853   |CONCACAF U17                                 |World             |api_football|963          |0            |
|21,225   |CONCACAF U20                                 |World             |api_football|537          |0            |
|21,921   |CONCACAF U20 - Qualification                 |World             |api_football|1066         |0            |
|21,989   |CONCACAF W Champions Cup                     |World             |api_football|1136         |0            |
|21,758   |CONCACAF Women U17                           |World             |api_football|912          |0            |
|21,937   |CONCACAF Women U20                           |World             |api_football|1001         |0            |
|20,850   |Confederations Cup                           |World             |api_football|21           |0            |
|21,450   |CONMEBOL Libertadores                        |World             |api_football|13           |0            |
|21,843   |CONMEBOL Libertadores Femenina               |World             |api_football|949          |0            |
|21,674   |CONMEBOL Libertadores U20                    |World             |api_football|540          |0            |
|22,052   |CONMEBOL Nations League Women                |World             |api_football|1206         |0            |
|21,918   |CONMEBOL - Pre-Olympic Tournament            |World             |api_football|1060         |0            |
|21,675   |CONMEBOL Recopa                              |World             |api_football|541          |0            |
|21,448   |CONMEBOL Sudamericana                        |World             |api_football|11           |0            |
|21,857   |CONMEBOL - U17                               |World             |api_football|970          |0            |
|21,931   |CONMEBOL - U17 Femenino                      |World             |api_football|1081         |0            |
|21,933   |CONMEBOL U20 Femenino                        |World             |api_football|1085         |0            |
|21,759   |CONMEBOL - UEFA Finalissima                  |World             |api_football|913          |0            |
|21,920   |Copa Alagoas                                 |Brazil            |api_football|1063         |0            |
|20,985   |Copa America                                 |World             |api_football|9            |0            |
|21,773   |Copa America Femenina                        |World             |api_football|926          |0            |
|21,094   |Copa Argentina                               |Argentina         |api_football|130          |0            |
|21,394   |Copa Bicentenario                            |Peru              |api_football|502          |0            |
|21,173   |Copa Centroamericana                         |World             |api_football|805          |0            |
|21,438   |Copa Chile                                   |Chile             |api_football|267          |0            |
|21,440   |Copa Colombia                                |Colombia          |api_football|241          |0            |
|21,277   |Copa Constituci?                             |Andorra           |api_football|655          |0            |
|21,850   |Copa Costa Rica                              |Costa-Rica        |api_football|958          |0            |
|21,854   |Copa de la Divisi?n Profesional              |Bolivia           |api_football|964          |0            |
|22,058   |Copa De La Liga Auf                          |Uruguay           |api_football|1212         |0            |
|21,879   |Copa de la Liga Profesional                  |Argentina         |api_football|1032         |0            |
|21,547   |Copa de la Superliga                         |Argentina         |api_football|483          |0            |
|21,233   |Copa del Rey                                 |Spain             |api_football|143          |0            |
|21,078   |Copa Do Brasil                               |Brazil            |api_football|73           |0            |
|22,028   |Copa do Brasil U17                           |Brazil            |api_football|1179         |0            |
|21,478   |Copa do Brasil U20                           |Brazil            |api_football|617          |0            |
|21,474   |Copa do Nordeste                             |Brazil            |api_football|612          |0            |
|21,763   |Copa Ecuador                                 |Ecuador           |api_football|917          |0            |
|21,946   |Copa Esp?rito Santo                          |Brazil            |api_football|1097         |0            |
|22,019   |Copa Fares Lopes                             |Brazil            |api_football|1165         |0            |
|21,587   |Copa Federacion                              |Spain             |api_football|735          |0            |
|22,012   |Copa Ga?cha                                  |Brazil            |api_football|1158         |0            |
|22,032   |Copa Gr?o Par?                               |Brazil            |api_football|1184         |0            |
|22,024   |Copa LDF                                     |Dominican-Republic|api_football|1180         |0            |
|21,447   |Copa MX                                      |Mexico            |api_football|264          |0            |
|22,009   |Copa Nicaragua                               |Nicaragua         |api_football|1187         |0            |
|21,393   |Copa Paraguay                                |Paraguay          |api_football|501          |0            |
|21,718   |Copa Paulino Alcantara                       |Philippines       |api_football|867          |0            |
|21,593   |Copa Paulista                                |Brazil            |api_football|742          |0            |
|21,395   |Copa Per?                                    |Peru              |api_football|503          |0            |
|21,514   |Copa por M?xico                              |Mexico            |api_football|662          |0            |
|22,064   |Copa Presidente                              |El-Salvador       |api_football|1219         |0            |
|21,883   |Copa Rio                                     |Brazil            |api_football|1035         |0            |
|21,932   |Copa Rio U20                                 |Brazil            |api_football|1082         |0            |
|21,884   |Copa Santa Catarina                          |Brazil            |api_football|1036         |0            |
|21,778   |Copa Uruguay                                 |Uruguay           |api_football|930          |0            |
|21,959   |Copa Venezuela                               |Venezuela         |api_football|1113         |0            |
|21,666   |Copa Verde                                   |Brazil            |api_football|843          |0            |
|21,390   |Coppa                                        |Belarus           |api_football|486          |0            |
|21,071   |Coppa Italia                                 |Italy             |api_football|137          |0            |
|21,560   |Coppa Italia Primavera                       |Italy             |api_football|704          |0            |
|21,717   |Coppa Italia Serie D                         |Italy             |api_football|892          |0            |
|21,976   |Coppa Italia Women                           |Italy             |api_football|1171         |0            |
|21,582   |Coppa Titano                                 |San-Marino        |api_football|729          |0            |
|21,679   |COSAFA Cup                                   |World             |api_football|859          |0            |
|21,619   |COSAFA U20 Championship                      |World             |api_football|771          |0            |
|21,835   |COTIF Tournament                             |World             |api_football|940          |0            |
|20,900   |Coupe de France                              |France            |api_football|66           |0            |
|20,901   |Coupe de la Ligue                            |France            |api_football|65           |0            |
|21,660   |Coupe de la Ligue                            |Algeria           |api_football|832          |0            |
|21,123   |Coupe Nationale                              |Algeria           |api_football|514          |0            |
|21,188   |Crown Prince Cup                             |Saudi-Arabia      |api_football|827          |0            |
|21,654   |Crown Prince Cup                             |Kuwait            |api_football|820          |0            |
|20,883   |Cup                                          |Ukraine           |api_football|335          |0            |
|20,922   |Cup                                          |Austria           |api_football|220          |0            |
|20,960   |Cup                                          |Greece            |api_football|199          |0            |
|21,029   |Cup                                          |Azerbaijan        |api_football|420          |0            |
|21,061   |Cup                                          |Tunisia           |api_football|511          |0            |
|21,139   |Cup                                          |Bosnia            |api_football|314          |0            |
|21,190   |Cup                                          |Bulgaria          |api_football|174          |0            |
|21,202   |Cup                                          |Kazakhstan        |api_football|498          |0            |
|21,204   |Cup                                           |South-Africa        |api_football|507          |0            |
|21,237   |Cup                                           |Croatia             |api_football|212          |0            |
|21,240   |Cup                                           |Cyprus              |api_football|321          |0            |
|21,267   |Cup                                           |Egypt               |api_football|714          |0            |
|21,279   |Cup                                           |Kosovo              |api_football|665          |0            |
|21,330   |Cup                                           |Vietnam             |api_football|341          |0            |
|21,441   |Cup                                           |Belgium             |api_football|147          |0            |
|21,442   |Cup                                           |Iceland             |api_football|167          |0            |
|21,453   |Cup                                           |Slovenia            |api_football|375          |0            |
|21,456   |Cup                                           |Russia              |api_football|237          |0            |
|21,458   |Cup                                           |Poland              |api_football|108          |0            |
|21,462   |Cup                                           |Czech-Republic      |api_football|347          |0            |
|21,510   |Cup                                           |Estonia             |api_football|657          |0            |
