|id   |sport_code|canonical_league_id|provider    |provider_league_id|season|enabled|tier|fixtures_days_back|fixtures_days_forward|odds_days_forward|max_requests_per_run|notes                                       |created_at                   |updated_at                   |run_group           |
|940  |basketball|23,087             |api_sport   |369               |      |true   |1   |7                 |14                   |3                |1                   |ENBL                                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|941  |basketball|23,100             |api_sport   |360               |      |true   |1   |7                 |14                   |3                |1                   |EuroCup Women                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|942  |basketball|23,113             |api_sport   |346               |      |true   |1   |7                 |14                   |3                |1                   |European Championship U18 C Women           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|943  |basketball|23,125             |api_sport   |204               |      |true   |1   |7                 |14                   |3                |1                   |Latvia-Estonian League                      |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|944  |basketball|23,137             |api_sport   |391               |      |true   |1   |7                 |14                   |3                |1                   |Suomen Cup                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|945  |basketball|23,158             |api_sport   |45                |      |true   |1   |7                 |14                   |3                |1                   |Basket League                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|946  |basketball|23,168             |api_sport   |47                |      |true   |1   |7                 |14                   |3                |1                   |NB I A W                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|947  |basketball|23,178             |api_sport   |51                |      |true   |1   |7                 |14                   |3                |1                   |Super League                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|948  |basketball|23,187             |api_sport   |142               |      |true   |1   |7                 |14                   |3                |1                   |Lega A - Super Cup                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|949  |basketball|23,369             |api_sport   |299               |      |true   |1   |7                 |14                   |3                |1                   |Champions League Americas                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,005|basketball|22,989             |api_sport   |315               |      |true   |1   |7                 |14                   |3                |1                   |Asia Championship U18 Women                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,016|basketball|23,030             |api_sport   |374               |      |true   |1   |7                 |14                   |3                |1                   |Pro Basketball League                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,018|basketball|23,045             |api_sport   |405               |      |true   |1   |7                 |14                   |3                |1                   |Super League                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|278  |football  |21,882             |api_football|1034              |2024  |true   |4   |2                 |3                    |0                |1                   |TOP8 free-mode (2 back / 3 fwd / budget 100)|2026-02-28 13:40:19.470 +0100|2026-03-13 09:09:06.540 +0100|FOOTBALL_MAINTENANCE|
|1,019|basketball|23,060             |api_sport   |115               |      |true   |1   |7                 |14                   |3                |1                   |Division A                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,020|basketball|23,074             |api_sport   |203               |      |true   |1   |7                 |14                   |3                |1                   |ABA League 2                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,021|basketball|23,088             |api_sport   |197               |      |true   |1   |7                 |14                   |3                |1                   |EuroBasket                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,022|basketball|23,101             |api_sport   |120               |      |true   |1   |7                 |14                   |3                |1                   |Euroleague                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,023|basketball|23,126             |api_sport   |367               |      |true   |1   |7                 |14                   |3                |1                   |Liga Unike                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,057|basketball|22,968             |api_sport   |319               |      |true   |1   |7                 |14                   |3                |1                   |African Championship U18                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,064|basketball|23,127             |api_sport   |420               |      |true   |1   |7                 |14                   |3                |1                   |Liga Unike Women                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,087|basketball|22,990             |api_sport   |301               |      |true   |1   |7                 |14                   |3                |1                   |Asia Cup                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,088|basketball|23,031             |api_sport   |25                |      |true   |1   |7                 |14                   |3                |1                   |Top Division Women                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,089|basketball|23,046             |api_sport   |390               |      |true   |1   |7                 |14                   |3                |1                   |Copa Chile                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,090|basketball|23,061             |api_sport   |228               |      |true   |1   |7                 |14                   |3                |1                   |1. Liga                                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,091|basketball|23,075             |api_sport   |365               |      |true   |1   |7                 |14                   |3                |1                   |ABA Supercup                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,092|basketball|23,089             |api_sport   |381               |      |true   |1   |7                 |14                   |3                |1                   |EuroBasket B                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,093|basketball|23,102             |api_sport   |359               |      |true   |1   |7                 |14                   |3                |1                   |Euroleague Women                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,094|basketball|23,114             |api_sport   |339               |      |true   |1   |7                 |14                   |3                |1                   |European Championship U18 Women             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,095|basketball|23,138             |api_sport   |392               |      |true   |1   |7                 |14                   |3                |1                   |Suomen Cup Women                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,096|basketball|23,379             |api_sport   |285               |      |true   |1   |7                 |14                   |3                |1                   |Stankovic Continental Cup                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,120|basketball|22,987             |api_sport   |300               |      |true   |1   |7                 |14                   |3                |1                   |Asia Championship U18                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,312|basketball|23,014             |api_sport   |214               |      |true   |1   |7                 |14                   |3                |1                   |NBL1 West                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|2,578|basketball|23,055             |api_sport   |225               |      |true   |1   |7                 |14                   |3                |1                   |LBP                                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,502|basketball|22,994             |api_sport   |309               |      |true   |1   |7                 |14                   |3                |1                   |EABA Championship                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,574|basketball|22,995             |api_sport   |386               |      |true   |1   |7                 |14                   |3                |1                   |EASL                                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,671|basketball|23,011             |api_sport   |208               |      |true   |1   |7                 |14                   |3                |1                   |NBL1 North Women                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,866|basketball|22,976             |api_sport   |206               |      |true   |1   |7                 |14                   |3                |1                   |Liga Femenina Women                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,867|basketball|22,997             |api_sport   |307               |      |true   |1   |7                 |14                   |3                |1                   |SEABA Championship Women                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,868|basketball|23,139             |api_sport   |132               |      |true   |1   |7                 |14                   |3                |1                   |All Stars                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,869|basketball|23,115             |api_sport   |332               |      |true   |1   |7                 |14                   |3                |1                   |European Championship U20 B Women           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,870|basketball|23,017             |api_sport   |182               |      |true   |1   |7                 |14                   |3                |1                   |SEABL Women                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,871|basketball|23,032             |api_sport   |379               |      |true   |1   |7                 |14                   |3                |1                   |Libobasquet                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,872|basketball|23,047             |api_sport   |223               |      |true   |1   |7                 |14                   |3                |1                   |Copa LNB                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,873|basketball|23,062             |api_sport   |127               |      |true   |1   |7                 |14                   |3                |1                   |Czech Cup                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,874|basketball|23,090             |api_sport   |336               |      |true   |1   |7                 |14                   |3                |1                   |EuroBasket U16                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,875|basketball|23,103             |api_sport   |356               |      |true   |1   |7                 |14                   |3                |1                   |European Challengers U16                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,876|basketball|23,128             |api_sport   |363               |      |true   |1   |7                 |14                   |3                |1                   |WABA League Women                           |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,877|basketball|23,149             |api_sport   |8                 |      |true   |1   |7                 |14                   |3                |1                   |Pro B                                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,878|basketball|23,159             |api_sport   |234               |      |true   |1   |7                 |14                   |3                |1                   |A1 Women                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,879|basketball|23,169             |api_sport   |237               |      |true   |1   |7                 |14                   |3                |1                   |Icelandic Cup                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,880|basketball|23,179             |api_sport   |240               |      |true   |1   |7                 |14                   |3                |1                   |WBL Women                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,881|basketball|23,188             |api_sport   |53                |      |true   |1   |7                 |14                   |3                |1                   |Serie A1 W                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,882|basketball|23,196             |api_sport   |184               |      |true   |1   |7                 |14                   |3                |1                   |JBL League                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,883|basketball|23,220             |api_sport   |251               |      |true   |1   |7                 |14                   |3                |1                   |CIBACOPA                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,884|basketball|23,228             |api_sport   |148               |      |true   |1   |7                 |14                   |3                |1                   |Supercup                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,885|basketball|23,235             |api_sport   |258               |      |true   |1   |7                 |14                   |3                |1                   |LNB                                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,886|basketball|23,242             |api_sport   |73                |      |true   |1   |7                 |14                   |3                |1                   |Energa Basket Liga W                        |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,887|basketball|23,249             |api_sport   |260               |      |true   |1   |7                 |14                   |3                |1                   |LFB Women                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,888|basketball|22,977             |api_sport   |179               |      |true   |1   |7                 |14                   |3                |1                   |Super 4                                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,889|basketball|22,991             |api_sport   |310               |      |true   |1   |7                 |14                   |3                |1                   |Asia Cup Women                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,890|basketball|22,998             |api_sport   |304               |      |true   |1   |7                 |14                   |3                |1                   |Southeast Asian Games                       |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,891|basketball|23,018             |api_sport   |189               |      |true   |1   |7                 |14                   |3                |1                   |ABL                                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,892|basketball|23,021             |api_sport   |190               |      |true   |1   |7                 |14                   |3                |1                   |Super Cup                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,893|basketball|23,033             |api_sport   |123               |      |true   |1   |7                 |14                   |3                |1                   |Prvenstvo BiH                               |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,894|basketball|23,048             |api_sport   |382               |      |true   |1   |7                 |14                   |3                |1                   |DIMAYOR                                     |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,895|basketball|23,057             |api_sport   |126               |      |true   |1   |7                 |14                   |3                |1                   |Croatian Cup                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,896|basketball|23,063             |api_sport   |128               |      |true   |1   |7                 |14                   |3                |1                   |Czech Cup Women                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,897|basketball|23,077             |api_sport   |200               |      |true   |1   |7                 |14                   |3                |1                   |Alpe Adria Cup                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,898|basketball|23,091             |api_sport   |341               |      |true   |1   |7                 |14                   |3                |1                   |EuroBasket U16 B                            |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,899|basketball|23,104             |api_sport   |357               |      |true   |1   |7                 |14                   |3                |1                   |European Challengers U16 Women              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,900|basketball|23,116             |api_sport   |333               |      |true   |1   |7                 |14                   |3                |1                   |European Championship U20 Women             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,903|basketball|23,129             |api_sport   |364               |      |true   |1   |7                 |14                   |3                |1                   |SLB Women                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,904|basketball|23,140             |api_sport   |233               |      |true   |1   |7                 |14                   |3                |1                   |Espoirs U21                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,906|basketball|23,335             |api_sport   |173               |      |true   |1   |7                 |14                   |3                |1                   |SLB Trophy                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,907|basketball|23,150             |api_sport   |394               |      |true   |1   |7                 |14                   |3                |1                   |Georgian Cup                                |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,908|basketball|23,154             |api_sport   |134               |      |true   |1   |7                 |14                   |3                |1                   |German Cup                                  |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,910|basketball|23,160             |api_sport   |44                |      |true   |1   |7                 |14                   |3                |1                   |A2                                          |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,911|basketball|23,170             |api_sport   |48                |      |true   |1   |7                 |14                   |3                |1                   |Premier league                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,912|basketball|23,180             |api_sport   |144               |      |true   |1   |7                 |14                   |3                |1                   |A2 - Play Offs                              |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,915|basketball|23,189             |api_sport   |242               |      |true   |1   |7                 |14                   |3                |1                   |Serie A2                                    |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,916|basketball|23,197             |api_sport   |186               |      |true   |1   |7                 |14                   |3                |1                   |NBL                                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,917|basketball|23,205             |api_sport   |398               |      |true   |1   |7                 |14                   |3                |1                   |Superliga Women                             |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,918|basketball|23,213             |api_sport   |61                |      |true   |1   |7                 |14                   |3                |1                   |NKL                                         |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,920|basketball|23,221             |api_sport   |252               |      |true   |1   |7                 |14                   |3                |1                   |LMBPF Women                                 |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
|1,923|basketball|23,229             |api_sport   |255               |      |true   |1   |7                 |14                   |3                |1                   |WBL Women                                   |2026-03-10 19:33:48.283 +0100|2026-03-10 19:33:48.283 +0100|FREE_TEST_PRIMARY   |
