|provider |sport_code|canonical_league_id|provider_league_id|season|run_group|enabled|tier|
|api_sport|BK        |23,033             |123               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,034             |219               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,035             |425               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,036             |27                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,037             |26                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,038             |220               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,039             |124               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,040             |113               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,041             |221               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,042             |222               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,043             |29                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,044             |28                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,045             |405               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,046             |390               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,047             |223               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,048             |382               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,049             |114               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,050             |224               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,051             |406               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,053             |428               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,054             |125               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,055             |225               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,056             |30                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,057             |126               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,058             |226               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,059             |227               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,060             |115               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,061             |228               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,062             |127               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,063             |128               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,064             |32                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,065             |33                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,066             |34                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,067             |35                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,068             |129               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,069             |130               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,070             |380               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,071             |131               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,072             |36                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,074             |203               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,075             |365               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,076             |330               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,077             |200               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,078             |196               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,079             |371               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,080             |372               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,081             |351               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,082             |195               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,083             |368               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,084             |362               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,086             |419               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,087             |369               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,088             |197               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,089             |381               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,090             |336               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,091             |341               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,092             |344               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,093             |335               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,094             |337               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,095             |345               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,096             |329               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,097             |334               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,098             |199               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,099             |194               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,100             |360               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,102             |359               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,103             |356               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,104             |357               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,105             |355               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,106             |354               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,107             |353               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,108             |352               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,109             |348               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,110             |347               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,111             |340               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,112             |338               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,113             |346               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,114             |339               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,115             |332               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,116             |333               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,117             |331               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,118             |366               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,119             |387               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,120             |370               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,121             |201               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,122             |349               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,123             |350               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,124             |358               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,125             |204               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,126             |367               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,127             |420               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,128             |363               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,129             |364               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,130             |342               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,131             |343               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,132             |361               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,133             |229               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,134             |230               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,135             |37                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,136             |38                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,137             |391               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,138             |392               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,139             |132               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,140             |233               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,141             |9                 |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,142             |231               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,143             |11                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,144             |393               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,145             |10                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,146             |232               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,147             |2                 |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,148             |133               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,149             |8                 |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,150             |394               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,151             |39                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,153             |41                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,154             |134               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,155             |42                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,156             |43                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,157             |135               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,158             |45                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,159             |234               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,160             |44                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,161             |236               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,162             |136               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,163             |395               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,164             |235               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,165             |138               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,166             |137               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,167             |46                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,168             |47                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,169             |237               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,170             |48                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,171             |49                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,172             |139               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,173             |238               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,174             |50                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,175             |141               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,176             |140               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,177             |239               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,178             |51                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,179             |240               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,180             |144               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,181             |145               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,182             |54                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,183             |55                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,184             |241               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,185             |143               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,187             |142               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,188             |53                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,189             |242               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,190             |243               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,191             |244               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,192             |245               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,193             |56                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,194             |407               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,195             |185               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,196             |184               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,197             |186               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,198             |246               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,199             |247               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,200             |57                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,201             |396               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,202             |397               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,203             |58                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,204             |59                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,205             |398               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,206             |408               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,207             |146               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,208             |409               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,209             |248               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,210             |147               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,212             |62                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,213             |61                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,214             |249               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,215             |250               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,216             |150               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,217             |318               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,218             |257               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,219             |67                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,220             |251               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,221             |252               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,222             |63                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,223             |253               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,224             |64                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,225             |65                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,226             |254               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,227             |149               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,228             |148               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,229             |255               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,230             |66                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,231             |256               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,232             |375               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,233             |68                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,234             |69                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,235             |258               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,236             |153               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,237             |187               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,238             |152               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,239             |426               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,240             |151               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,241             |71                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,242             |73                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,243             |72                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,244             |156               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,245             |154               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,246             |70                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,247             |155               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,248             |259               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,249             |260               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,250             |74                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,251             |261               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,252             |157               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,253             |399               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,254             |262               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,255             |75                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,256             |400               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,257             |76                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,258             |77                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,259             |78                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,260             |79                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,261             |158               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,262             |263               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,263             |401               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,264             |188               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,265             |83                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,266             |159               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,267             |80                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,268             |81                |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,269             |264               |      |BK_CORE  |false  |1   |
|api_sport|BK        |23,270             |82                |      |BK_CORE  |false  |1   |
