|id |provider             |sport_code|job_code                                               |endpoint_code      |ingest_mode|enabled|priority|batch_size|max_requests_per_run|retry_limit|cooldown_seconds|days_back|days_forward|notes                                                               |created_at                   |updated_at                   |
|22 |api_sport            |basketball|basketball_players                                     |players            |slow       |false  |30      |100       |300                 |3          |1               |         |            |Basketball players                                                  |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|23 |api_sport            |basketball|basketball_seasons                                     |seasons            |slow       |true   |40      |100       |100                 |3          |1               |         |            |Basketball seasons                                                  |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|24 |api_sport            |basketball|basketball_fixtures_backfill                           |fixtures           |medium     |true   |100     |100       |1,000               |3          |1               |365      |30          |Basketball fixtures backfill                                        |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|25 |api_sport            |basketball|basketball_fixtures_daily                              |fixtures           |medium     |true   |110     |100       |300                 |3          |1               |14       |14          |Basketball fixtures daily                                           |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|26 |api_sport            |basketball|basketball_standings                                   |standings          |medium     |true   |120     |100       |200                 |3          |1               |         |            |Basketball standings                                                |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|27 |api_sport            |basketball|basketball_odds_refresh                                |odds               |fast       |false  |220     |100       |500                 |3          |5               |0        |3           |Basketball odds                                                     |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|28 |api_sport            |tennis    |tennis_tournaments                                     |leagues            |slow       |true   |10      |100       |200                 |3          |1               |         |            |Tennis tournaments                                                  |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|29 |api_sport            |tennis    |tennis_players                                         |players            |slow       |true   |20      |100       |300                 |3          |1               |         |            |Tennis players                                                      |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|30 |api_sport            |tennis    |tennis_seasons                                         |seasons            |slow       |true   |30      |100       |100                 |3          |1               |         |            |Tennis seasons                                                      |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|31 |api_sport            |tennis    |tennis_fixtures_backfill                               |fixtures           |medium     |true   |100     |100       |1,000               |3          |1               |365      |30          |Tennis fixtures backfill                                            |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|32 |api_sport            |tennis    |tennis_fixtures_daily                                  |fixtures           |medium     |true   |110     |100       |300                 |3          |1               |14       |14          |Tennis fixtures daily                                               |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|33 |api_sport            |tennis    |tennis_rankings                                        |rankings           |medium     |true   |120     |100       |200                 |3          |1               |         |            |Tennis rankings                                                     |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|34 |api_sport            |tennis    |tennis_odds_refresh                                    |odds               |fast       |false  |220     |100       |500                 |3          |5               |0        |3           |Tennis odds                                                         |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|35 |api_sport            |mma       |mma_events                                             |events             |slow       |true   |10      |100       |200                 |3          |1               |         |            |MMA events                                                          |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|36 |api_sport            |mma       |mma_fighters                                           |players            |slow       |true   |20      |100       |300                 |3          |1               |         |            |MMA fighters                                                        |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|37 |api_sport            |mma       |mma_fixtures_backfill                                  |fixtures           |medium     |true   |100     |100       |1,000               |3          |1               |365      |30          |MMA bouts backfill                                                  |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|38 |api_sport            |mma       |mma_fixtures_daily                                     |fixtures           |medium     |true   |110     |100       |300                 |3          |1               |30       |30          |MMA bouts daily                                                     |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|39 |api_sport            |mma       |mma_odds_refresh                                       |odds               |fast       |false  |220     |100       |500                 |3          |5               |0        |7           |MMA odds                                                            |2026-03-08 17:54:54.329 +0100|2026-03-08 17:54:54.329 +0100|
|41 |api_football         |FB        |FB__FB_TOP__api_football__coaches                      |coaches            |fast       |true   |1,060   |3         |3                   |3          |5               |0        |0           |Football layer=FB_TOP, targets=3, season=2022-2022                  |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|42 |api_football         |FB        |FB__FB_API_EXPANSION__api_football__fixtures           |fixtures           |medium     |true   |3,030   |20        |20                  |3          |5               |7        |7           |Football layer=FB_API_EXPANSION, targets=20, season=2022-2022       |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|43 |football_data        |FB        |FB__FB_FD_CORE__football_data__teams                   |teams              |slow       |true   |2,020   |10        |10                  |3          |5               |0        |0           |Football layer=FB_FD_CORE, targets=10, season=2024-2024             |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|44 |football_data        |FB        |FB__FB_FD_CORE__football_data__fixtures                |fixtures           |slow       |true   |2,030   |10        |10                  |3          |5               |7        |7           |Football layer=FB_FD_CORE, targets=10, season=2024-2024             |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|45 |api_football         |FB        |FB__FB_TOP__api_football__fixtures                     |fixtures           |fast       |true   |1,030   |3         |3                   |3          |5               |7        |7           |Football layer=FB_TOP, targets=3, season=2022-2022                  |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|46 |api_football         |FB        |FB__FB_API_EXPANSION__api_football__coaches            |coaches            |medium     |true   |3,060   |20        |20                  |3          |5               |0        |0           |Football layer=FB_API_EXPANSION, targets=20, season=2022-2022       |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|47 |api_football         |FB        |FB__FB_TOP__api_football__leagues                      |leagues            |fast       |true   |1,010   |3         |3                   |3          |5               |0        |0           |Football layer=FB_TOP, targets=3, season=2022-2022                  |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|48 |api_football         |FB        |FB__FB_TOP__api_football__player_season_stats          |player_season_stats|fast       |true   |1,050   |3         |3                   |3          |5               |0        |0           |Football layer=FB_TOP, targets=3, season=2022-2022                  |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|49 |football_data        |FB        |FB__FB_FD_CORE__football_data__leagues                 |leagues            |slow       |true   |2,010   |10        |10                  |3          |5               |0        |0           |Football layer=FB_FD_CORE, targets=10, season=2024-2024             |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|50 |api_football         |FB        |FB__FB_API_EXPANSION__api_football__teams              |teams              |medium     |true   |3,020   |20        |20                  |3          |5               |0        |0           |Football layer=FB_API_EXPANSION, targets=20, season=2022-2022       |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|51 |api_football         |FB        |FB__FB_API_EXPANSION__api_football__player_season_stats|player_season_stats|medium     |true   |3,050   |20        |20                  |3          |5               |0        |0           |Football layer=FB_API_EXPANSION, targets=20, season=2022-2022       |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|52 |api_football         |FB        |FB__FB_API_EXPANSION__api_football__players            |players            |medium     |true   |3,040   |20        |20                  |3          |5               |0        |0           |Football layer=FB_API_EXPANSION, targets=20, season=2022-2022       |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|53 |api_football         |FB        |FB__FB_TOP__api_football__teams                        |teams              |fast       |true   |1,020   |3         |3                   |3          |5               |0        |0           |Football layer=FB_TOP, targets=3, season=2022-2022                  |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|54 |api_football         |FB        |FB__FB_TOP__api_football__players                      |players            |fast       |true   |1,040   |3         |3                   |3          |5               |0        |0           |Football layer=FB_TOP, targets=3, season=2022-2022                  |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|55 |api_football         |FB        |FB__FB_API_EXPANSION__api_football__leagues            |leagues            |medium     |true   |3,010   |20        |20                  |3          |5               |0        |0           |Football layer=FB_API_EXPANSION, targets=20, season=2022-2022       |2026-03-20 12:42:12.323 +0100|2026-03-20 12:42:12.323 +0100|
|56 |api_hockey           |HK        |api_hockey__HK_TOP__leagues                            |leagues            |fast       |true   |2,010   |20        |20                  |3          |0               |7        |14          |HK TOP job seeded from ops.v_ops_hk_job_catalog                     |2026-03-20 21:44:51.044 +0100|2026-03-20 21:44:51.044 +0100|
|57 |api_hockey           |HK        |api_hockey__HK_TOP__teams                              |teams              |fast       |true   |2,020   |20        |20                  |3          |0               |7        |14          |HK TOP job seeded from ops.v_ops_hk_job_catalog                     |2026-03-20 21:44:51.044 +0100|2026-03-20 21:44:51.044 +0100|
|58 |api_hockey           |HK        |api_hockey__HK_TOP__fixtures                           |fixtures           |fast       |true   |2,030   |20        |20                  |3          |0               |7        |14          |HK TOP job seeded from ops.v_ops_hk_job_catalog                     |2026-03-20 21:44:51.044 +0100|2026-03-20 21:44:51.044 +0100|
|59 |api_hockey           |HK        |api_hockey__HK_TOP__odds                               |odds               |fast       |true   |2,040   |20        |20                  |3          |0               |7        |14          |HK full provider jobs seeded from ops.v_ops_hk_full_job_catalog     |2026-03-21 10:06:01.894 +0100|2026-03-21 10:06:01.894 +0100|
|60 |api_hockey           |HK        |api_hockey__HK_TOP__players                            |players            |fast       |true   |2,050   |20        |20                  |3          |0               |7        |14          |HK full provider jobs seeded from ops.v_ops_hk_full_job_catalog     |2026-03-21 10:06:01.894 +0100|2026-03-21 10:06:01.894 +0100|
|61 |api_hockey           |HK        |api_hockey__HK_TOP__coaches                            |coaches            |fast       |true   |2,060   |20        |20                  |3          |0               |7        |14          |HK full provider jobs seeded from ops.v_ops_hk_full_job_catalog     |2026-03-21 10:06:01.894 +0100|2026-03-21 10:06:01.894 +0100|
|62 |api_hockey           |HK        |api_hockey__HK_CORE__leagues                           |leagues            |fast       |true   |2,110   |50        |50                  |3          |0               |7        |14          |HK CORE provider jobs seeded from ops.v_ops_hk_core_full_job_catalog|2026-03-21 10:16:39.162 +0100|2026-03-21 10:16:39.162 +0100|
|63 |api_hockey           |HK        |api_hockey__HK_CORE__teams                             |teams              |fast       |true   |2,120   |50        |50                  |3          |0               |7        |14          |HK CORE provider jobs seeded from ops.v_ops_hk_core_full_job_catalog|2026-03-21 10:16:39.162 +0100|2026-03-21 10:16:39.162 +0100|
|64 |api_hockey           |HK        |api_hockey__HK_CORE__fixtures                          |fixtures           |fast       |true   |2,130   |50        |50                  |3          |0               |7        |14          |HK CORE provider jobs seeded from ops.v_ops_hk_core_full_job_catalog|2026-03-21 10:16:39.162 +0100|2026-03-21 10:16:39.162 +0100|
|65 |api_hockey           |HK        |api_hockey__HK_CORE__odds                              |odds               |fast       |true   |2,140   |50        |50                  |3          |0               |7        |14          |HK CORE provider jobs seeded from ops.v_ops_hk_core_full_job_catalog|2026-03-21 10:16:39.162 +0100|2026-03-21 10:16:39.162 +0100|
|66 |api_hockey           |HK        |api_hockey__HK_CORE__players                           |players            |fast       |true   |2,150   |50        |50                  |3          |0               |7        |14          |HK CORE provider jobs seeded from ops.v_ops_hk_core_full_job_catalog|2026-03-21 10:16:39.162 +0100|2026-03-21 10:16:39.162 +0100|
|67 |api_hockey           |HK        |api_hockey__HK_CORE__coaches                           |coaches            |fast       |true   |2,160   |50        |50                  |3          |0               |7        |14          |HK CORE provider jobs seeded from ops.v_ops_hk_core_full_job_catalog|2026-03-21 10:16:39.162 +0100|2026-03-21 10:16:39.162 +0100|
|68 |api_sport            |BK        |api_sport__BK_TOP__leagues                             |leagues            |fast       |true   |3,010   |10        |10                  |3          |0               |7        |14          |BK TOP provider jobs seeded from ops.v_ops_bk_top_full_job_catalog  |2026-03-21 10:24:43.431 +0100|2026-03-21 10:24:43.431 +0100|
|69 |api_sport            |BK        |api_sport__BK_TOP__teams                               |teams              |fast       |true   |3,020   |10        |10                  |3          |0               |7        |14          |BK TOP provider jobs seeded from ops.v_ops_bk_top_full_job_catalog  |2026-03-21 10:24:43.431 +0100|2026-03-21 10:24:43.431 +0100|
|70 |api_sport            |BK        |api_sport__BK_TOP__fixtures                            |fixtures           |fast       |true   |3,030   |10        |10                  |3          |0               |7        |14          |BK TOP provider jobs seeded from ops.v_ops_bk_top_full_job_catalog  |2026-03-21 10:24:43.431 +0100|2026-03-21 10:24:43.431 +0100|
|71 |api_sport            |BK        |api_sport__BK_TOP__odds                                |odds               |fast       |true   |3,040   |10        |10                  |3          |0               |7        |14          |BK TOP provider jobs seeded from ops.v_ops_bk_top_full_job_catalog  |2026-03-21 10:24:43.431 +0100|2026-03-21 10:24:43.431 +0100|
|72 |api_sport            |BK        |api_sport__BK_TOP__players                             |players            |fast       |true   |3,050   |10        |10                  |3          |0               |7        |14          |BK TOP provider jobs seeded from ops.v_ops_bk_top_full_job_catalog  |2026-03-21 10:24:43.431 +0100|2026-03-21 10:24:43.431 +0100|
|73 |api_sport            |BK        |api_sport__BK_TOP__coaches                             |coaches            |fast       |true   |3,060   |10        |10                  |3          |0               |7        |14          |BK TOP provider jobs seeded from ops.v_ops_bk_top_full_job_catalog  |2026-03-21 10:24:43.431 +0100|2026-03-21 10:24:43.431 +0100|
|74 |api_sport            |BK        |api_sport__BK_CORE__leagues                            |leagues            |fast       |true   |3,110   |50        |50                  |3          |0               |7        |14          |BK CORE provider jobs seeded from ops.v_ops_bk_core_full_job_catalog|2026-03-21 10:27:59.427 +0100|2026-03-21 10:27:59.427 +0100|
|75 |api_sport            |BK        |api_sport__BK_CORE__teams                              |teams              |fast       |true   |3,120   |50        |50                  |3          |0               |7        |14          |BK CORE provider jobs seeded from ops.v_ops_bk_core_full_job_catalog|2026-03-21 10:27:59.427 +0100|2026-03-21 10:27:59.427 +0100|
|76 |api_sport            |BK        |api_sport__BK_CORE__fixtures                           |fixtures           |fast       |true   |3,130   |50        |50                  |3          |0               |7        |14          |BK CORE provider jobs seeded from ops.v_ops_bk_core_full_job_catalog|2026-03-21 10:27:59.427 +0100|2026-03-21 10:27:59.427 +0100|
|77 |api_sport            |BK        |api_sport__BK_CORE__odds                               |odds               |fast       |true   |3,140   |50        |50                  |3          |0               |7        |14          |BK CORE provider jobs seeded from ops.v_ops_bk_core_full_job_catalog|2026-03-21 10:27:59.427 +0100|2026-03-21 10:27:59.427 +0100|
|78 |api_sport            |BK        |api_sport__BK_CORE__players                            |players            |fast       |true   |3,150   |50        |50                  |3          |0               |7        |14          |BK CORE provider jobs seeded from ops.v_ops_bk_core_full_job_catalog|2026-03-21 10:27:59.427 +0100|2026-03-21 10:27:59.427 +0100|
|79 |api_sport            |BK        |api_sport__BK_CORE__coaches                            |coaches            |fast       |true   |3,160   |50        |50                  |3          |0               |7        |14          |BK CORE provider jobs seeded from ops.v_ops_bk_core_full_job_catalog|2026-03-21 10:27:59.427 +0100|2026-03-21 10:27:59.427 +0100|
|100|api_tennis           |TN        |api_tennis__TN_CORE__leagues                           |leagues            |fast       |true   |4,010   |50        |20                  |3          |0               |         |            |TN CORE leagues                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|101|api_tennis           |TN        |api_tennis__TN_CORE__fixtures                          |fixtures           |fast       |true   |4,020   |50        |20                  |3          |0               |7        |14          |TN CORE fixtures                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|102|api_tennis           |TN        |api_tennis__TN_CORE__players                           |players            |fast       |true   |4,030   |50        |20                  |3          |0               |         |            |TN CORE players                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|103|api_tennis           |TN        |api_tennis__TN_CORE__rankings                          |rankings           |medium     |true   |4,040   |50        |20                  |3          |0               |         |            |TN CORE rankings                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|104|api_tennis           |TN        |api_tennis__TN_CORE__odds                              |odds               |fast       |false  |4,050   |50        |20                  |3          |0               |0        |3           |TN CORE odds disabled until paid API                                |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|105|api_mma              |MMA       |api_mma__MMA_CORE__leagues                             |leagues            |fast       |true   |5,010   |50        |20                  |3          |0               |         |            |MMA CORE promotions/events                                          |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|106|api_mma              |MMA       |api_mma__MMA_CORE__fixtures                            |fixtures           |fast       |true   |5,020   |50        |20                  |3          |0               |30       |30          |MMA CORE bouts                                                      |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|107|api_mma              |MMA       |api_mma__MMA_CORE__players                             |players            |fast       |true   |5,030   |50        |20                  |3          |0               |         |            |MMA CORE fighters                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|108|api_mma              |MMA       |api_mma__MMA_CORE__rankings                            |rankings           |medium     |true   |5,040   |50        |20                  |3          |0               |         |            |MMA CORE rankings                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|109|api_mma              |MMA       |api_mma__MMA_CORE__odds                                |odds               |fast       |false  |5,050   |50        |20                  |3          |0               |0        |7           |MMA CORE odds disabled until paid API                               |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|110|api_volleyball       |VB        |api_volleyball__VB_CORE__leagues                       |leagues            |fast       |true   |6,010   |50        |20                  |3          |0               |         |            |VB CORE leagues                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|111|api_volleyball       |VB        |api_volleyball__VB_CORE__teams                         |teams              |fast       |true   |6,020   |50        |20                  |3          |0               |         |            |VB CORE teams                                                       |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|112|api_volleyball       |VB        |api_volleyball__VB_CORE__fixtures                      |fixtures           |fast       |true   |6,030   |50        |20                  |3          |0               |7        |14          |VB CORE fixtures                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|113|api_volleyball       |VB        |api_volleyball__VB_CORE__players                       |players            |medium     |true   |6,040   |50        |20                  |3          |0               |         |            |VB CORE players                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|114|api_volleyball       |VB        |api_volleyball__VB_CORE__coaches                       |coaches            |medium     |true   |6,050   |50        |20                  |3          |0               |         |            |VB CORE coaches                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|115|api_volleyball       |VB        |api_volleyball__VB_CORE__odds                          |odds               |fast       |false  |6,060   |50        |20                  |3          |0               |0        |3           |VB CORE odds disabled until paid API                                |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|116|api_handball         |HB        |api_handball__HB_CORE__leagues                         |leagues            |fast       |true   |7,010   |50        |20                  |3          |0               |         |            |HB CORE leagues                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|117|api_handball         |HB        |api_handball__HB_CORE__teams                           |teams              |fast       |true   |7,020   |50        |20                  |3          |0               |         |            |HB CORE teams                                                       |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|118|api_handball         |HB        |api_handball__HB_CORE__fixtures                        |fixtures           |fast       |true   |7,030   |50        |20                  |3          |0               |7        |14          |HB CORE fixtures                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|119|api_handball         |HB        |api_handball__HB_CORE__players                         |players            |medium     |true   |7,040   |50        |20                  |3          |0               |         |            |HB CORE players                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|120|api_handball         |HB        |api_handball__HB_CORE__coaches                         |coaches            |medium     |true   |7,050   |50        |20                  |3          |0               |         |            |HB CORE coaches                                                     |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|121|api_handball         |HB        |api_handball__HB_CORE__odds                            |odds               |fast       |false  |7,060   |50        |20                  |3          |0               |0        |3           |HB CORE odds disabled until paid API                                |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|122|api_baseball         |BSB       |api_baseball__BSB_CORE__leagues                        |leagues            |fast       |true   |8,010   |50        |20                  |3          |0               |         |            |BSB CORE leagues                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|123|api_baseball         |BSB       |api_baseball__BSB_CORE__teams                          |teams              |fast       |true   |8,020   |50        |20                  |3          |0               |         |            |BSB CORE teams                                                      |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|124|api_baseball         |BSB       |api_baseball__BSB_CORE__fixtures                       |fixtures           |fast       |true   |8,030   |50        |20                  |3          |0               |7        |14          |BSB CORE fixtures                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|125|api_baseball         |BSB       |api_baseball__BSB_CORE__players                        |players            |medium     |true   |8,040   |50        |20                  |3          |0               |         |            |BSB CORE players                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|126|api_baseball         |BSB       |api_baseball__BSB_CORE__coaches                        |coaches            |medium     |true   |8,050   |50        |20                  |3          |0               |         |            |BSB CORE coaches                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|127|api_baseball         |BSB       |api_baseball__BSB_CORE__odds                           |odds               |fast       |false  |8,060   |50        |20                  |3          |0               |0        |3           |BSB CORE odds disabled until paid API                               |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|128|api_rugby            |RGB       |api_rugby__RGB_CORE__leagues                           |leagues            |fast       |true   |9,010   |50        |20                  |3          |0               |         |            |RGB CORE leagues                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|129|api_rugby            |RGB       |api_rugby__RGB_CORE__teams                             |teams              |fast       |true   |9,020   |50        |20                  |3          |0               |         |            |RGB CORE teams                                                      |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|130|api_rugby            |RGB       |api_rugby__RGB_CORE__fixtures                          |fixtures           |fast       |true   |9,030   |50        |20                  |3          |0               |7        |14          |RGB CORE fixtures                                                   |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|131|api_rugby            |RGB       |api_rugby__RGB_CORE__players                           |players            |medium     |true   |9,040   |50        |20                  |3          |0               |         |            |RGB CORE players                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
|132|api_rugby            |RGB       |api_rugby__RGB_CORE__coaches                           |coaches            |medium     |true   |9,050   |50        |20                  |3          |0               |         |            |RGB CORE coaches                                                    |2026-03-23 21:31:51.380 +0100|2026-03-23 21:31:51.380 +0100|
