|match_id|league_name |home_team              |away_team          |market_code|market_name           |outcome_code|outcome_label|bookmaker_name    |odd_value|collected_at           |
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |888sport          |2.1      |2026-03-26 12:49:43.317|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |1xBet             |2.1      |2026-03-26 12:49:43.350|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Pinnacle          |2.1      |2026-03-26 12:49:43.438|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Marathon Bet      |2.08     |2026-03-26 12:49:43.408|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Tipico            |2.05     |2026-03-26 12:49:43.420|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Winamax (DE)      |2.05     |2026-03-26 12:49:43.288|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Parions Sport (FR)|2        |2026-03-26 12:49:43.257|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Unibet (FR)       |2        |2026-03-26 13:12:18.730|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Winamax (FR)      |1.96     |2026-03-26 12:49:43.273|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |Betclic (FR)      |1.93     |2026-03-26 12:49:43.381|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|1           |Home Win     |PMU (FR)          |1.9      |2026-03-26 12:49:43.302|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Pinnacle          |3.61     |2026-03-26 12:49:43.443|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Betsson           |3.54     |2026-03-26 12:49:43.457|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Nordic Bet        |3.54     |2026-03-26 12:49:43.471|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Tipico            |3.5      |2026-03-26 12:49:43.427|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Betfair           |3.5      |2026-03-26 12:49:43.399|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |1xBet             |3.46     |2026-03-26 12:49:43.356|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Marathon Bet      |3.46     |2026-03-26 12:49:43.413|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Codere (IT)       |3.45     |2026-03-26 12:49:43.371|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |William Hill      |3.4      |2026-03-26 12:49:43.340|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |888sport          |3.4      |2026-03-26 12:49:43.323|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |LeoVegas (SE)     |3.35     |2026-03-26 12:49:43.512|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Unibet (SE)       |3.25     |2026-03-26 12:49:43.497|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Unibet (NL)       |3.25     |2026-03-26 12:49:43.484|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Winamax (DE)      |3.2      |2026-03-26 12:49:43.293|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Unibet (FR)       |3.15     |2026-03-26 13:12:18.746|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Parions Sport (FR)|3.15     |2026-03-26 12:49:43.264|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Betclic (FR)      |3.05     |2026-03-26 12:49:43.386|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |PMU (FR)          |3        |2026-03-26 12:49:43.308|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|2           |Away Win     |Winamax (FR)      |2.95     |2026-03-26 12:49:43.278|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |LeoVegas (SE)     |3.45     |2026-03-26 12:49:43.516|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Unibet (NL)       |3.4      |2026-03-26 12:49:43.488|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Betfair           |3.4      |2026-03-26 12:49:43.403|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Unibet (SE)       |3.4      |2026-03-26 12:49:43.501|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Pinnacle          |3.37     |2026-03-26 12:49:43.447|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Nordic Bet        |3.35     |2026-03-26 12:49:43.475|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Codere (IT)       |3.35     |2026-03-26 12:49:43.377|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Betsson           |3.35     |2026-03-26 12:49:43.461|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |1xBet             |3.3      |2026-03-26 12:49:43.360|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Marathon Bet      |3.3      |2026-03-26 12:49:43.417|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Winamax (DE)      |3.25     |2026-03-26 12:49:43.298|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Tipico            |3.2      |2026-03-26 12:49:43.432|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |888sport          |3.1      |2026-03-26 12:49:43.327|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Parions Sport (FR)|3.1      |2026-03-26 12:49:43.268|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |William Hill      |3.1      |2026-03-26 12:49:43.346|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Unibet (FR)       |3.1      |2026-03-26 13:12:18.752|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Winamax (FR)      |3.05     |2026-03-26 12:49:43.283|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |PMU (FR)          |3        |2026-03-26 12:49:43.312|
|62,677  |Championship|West Bromwich Albion FC|Wrexham AFC        |h2h        |Full Time Result (1X2)|X           |Draw         |Betclic (FR)      |2.98     |2026-03-26 12:49:43.390|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |LeoVegas (SE)     |1.83     |2026-03-26 12:49:42.697|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Unibet (SE)       |1.81     |2026-03-26 12:49:42.683|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Unibet (NL)       |1.81     |2026-03-26 12:49:42.666|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Betfair           |1.8      |2026-03-26 12:49:42.568|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Nordic Bet        |1.79     |2026-03-26 12:49:42.652|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Betsson           |1.79     |2026-03-26 12:49:42.638|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Pinnacle          |1.79     |2026-03-26 12:49:42.624|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Codere (IT)       |1.77     |2026-03-26 12:49:42.610|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |1xBet             |1.77     |2026-03-26 12:49:42.539|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Marathon Bet      |1.75     |2026-03-26 12:49:42.581|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |888sport          |1.75     |2026-03-26 12:49:42.508|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |William Hill      |1.75     |2026-03-26 12:49:42.524|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Winamax (DE)      |1.7      |2026-03-26 12:49:42.476|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Tipico            |1.7      |2026-03-26 12:49:42.596|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Parions Sport (FR)|1.65     |2026-03-26 12:49:42.421|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Unibet (FR)       |1.65     |2026-03-26 13:12:18.403|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Winamax (FR)      |1.62     |2026-03-26 12:49:42.456|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |Betclic (FR)      |1.6      |2026-03-26 12:49:42.554|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|1           |Home Win     |PMU (FR)          |1.58     |2026-03-26 12:49:42.491|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Betfair           |4.8      |2026-03-26 12:49:42.573|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Codere (IT)       |4.7      |2026-03-26 12:49:42.615|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |LeoVegas (SE)     |4.5      |2026-03-26 12:49:42.703|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Tipico            |4.5      |2026-03-26 12:49:42.601|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Nordic Bet        |4.46     |2026-03-26 12:49:42.657|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Betsson           |4.46     |2026-03-26 12:49:42.643|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Unibet (SE)       |4.4      |2026-03-26 12:49:42.689|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Unibet (NL)       |4.4      |2026-03-26 12:49:42.672|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Marathon Bet      |4.4      |2026-03-26 12:49:42.587|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |1xBet             |4.37     |2026-03-26 12:49:42.545|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Parions Sport (FR)|4.3      |2026-03-26 12:49:42.444|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Unibet (FR)       |4.3      |2026-03-26 13:12:18.422|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Winamax (DE)      |4.3      |2026-03-26 12:49:42.482|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Pinnacle          |4.28     |2026-03-26 12:49:42.630|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |888sport          |4.2      |2026-03-26 12:49:42.514|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |William Hill      |4.2      |2026-03-26 12:49:42.529|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |PMU (FR)          |4        |2026-03-26 12:49:42.497|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Winamax (FR)      |3.95     |2026-03-26 12:49:42.464|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|2           |Away Win     |Betclic (FR)      |3.88     |2026-03-26 12:49:42.559|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |Pinnacle          |3.84     |2026-03-26 12:49:42.634|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |Nordic Bet        |3.72     |2026-03-26 12:49:42.662|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |Betsson           |3.72     |2026-03-26 12:49:42.647|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |Marathon Bet      |3.68     |2026-03-26 12:49:42.591|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |1xBet             |3.68     |2026-03-26 12:49:42.549|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |Codere (IT)       |3.65     |2026-03-26 12:49:42.619|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |Betfair           |3.65     |2026-03-26 12:49:42.577|
|62,678  |Championship|Birmingham City FC     |Blackburn Rovers FC|h2h        |Full Time Result (1X2)|X           |Draw         |LeoVegas (SE)     |3.65     |2026-03-26 12:49:42.707|
